"","Date","Country","Currency","year_week","WeeklyRate"
"1005",2020-02-24,"Croatia","HRK","2020 8",7.46500000000001
"1006",2020-02-17,"Croatia","HRK","2020 7",7.4465
"1007",2020-02-10,"Croatia","HRK","2020 6",7.45500000000002
"1008",2020-02-03,"Croatia","HRK","2020 5",7.4465
"1009",2020-01-27,"Croatia","HRK","2020 4",7.44150000000001
"1010",2020-01-20,"Croatia","HRK","2020 3",7.43580000000002
"1011",2020-01-13,"Croatia","HRK","2020 2",7.44449999999999
"1012",2020-01-06,"Croatia","HRK","2020 1",7.44499999999999
"1013",2019-12-16,"Croatia","HRK","2019 50",7.4401
"1014",2019-12-09,"Croatia","HRK","2019 49",7.4388
"1015",2019-12-02,"Croatia","HRK","2019 48",7.43800000000003
"1016",2019-11-25,"Croatia","HRK","2019 47",7.43650000000001
"1017",2019-11-18,"Croatia","HRK","2019 46",7.43999999999998
"1018",2019-11-11,"Croatia","HRK","2019 45",7.43909999999998
"1019",2019-11-04,"Croatia","HRK","2019 44",7.44880000000001
"1020",2019-10-28,"Croatia","HRK","2019 43",7.4543
"1021",2019-10-21,"Croatia","HRK","2019 42",7.43780000000001
"1022",2019-10-14,"Croatia","HRK","2019 41",7.4315
"1023",2019-10-07,"Croatia","HRK","2019 40",7.4235
"1024",2019-09-30,"Croatia","HRK","2019 39",7.41100000000001
"1025",2019-09-23,"Croatia","HRK","2019 38",7.40680000000002
"1026",2019-09-16,"Croatia","HRK","2019 37",7.39449999999998
"1027",2019-09-09,"Croatia","HRK","2019 36",7.39749999999999
"1028",2019-09-02,"Croatia","HRK","2019 35",7.40059999999999
"1029",2019-08-26,"Croatia","HRK","2019 34",7.3933
"1030",2019-08-19,"Croatia","HRK","2019 33",7.38699999999998
"1031",2019-08-12,"Croatia","HRK","2019 32",7.39079999999999
"1032",2019-08-05,"Croatia","HRK","2019 31",7.38049999999999
"1033",2019-07-29,"Croatia","HRK","2019 30",7.38049999999999
"1034",2019-07-22,"Croatia","HRK","2019 29",7.38750000000001
"1035",2019-07-15,"Croatia","HRK","2019 28",7.39350000000001
"1036",2019-07-08,"Croatia","HRK","2019 27",7.39550000000001
"1037",2019-07-01,"Croatia","HRK","2019 26",7.397
"1038",2019-06-24,"Croatia","HRK","2019 25",7.39649999999998
"1039",2019-06-17,"Croatia","HRK","2019 24",7.40550000000002
"1040",2019-06-10,"Croatia","HRK","2019 23",7.41630000000001
"1041",2019-06-03,"Croatia","HRK","2019 22",7.41799999999999
"1042",2019-05-27,"Croatia","HRK","2019 21",7.42300000000003
"1043",2019-05-20,"Croatia","HRK","2019 20",7.42679999999999
"1044",2019-05-13,"Croatia","HRK","2019 19",7.40929999999998
"1045",2019-05-06,"Croatia","HRK","2019 18",7.41240000000001
"1046",2019-04-29,"Croatia","HRK","2019 17",7.4173
"1047",2019-04-15,"Croatia","HRK","2019 15",7.436
"1048",2019-04-08,"Croatia","HRK","2019 14",7.43180000000001
"1049",2019-04-01,"Croatia","HRK","2019 13",7.42679999999999
"1050",2019-03-25,"Croatia","HRK","2019 12",7.41700000000001
"1051",2019-03-18,"Croatia","HRK","2019 11",7.41480000000001
"1052",2019-03-11,"Croatia","HRK","2019 10",7.413
"1053",2019-03-04,"Croatia","HRK","2019 9",7.4325
"1054",2019-02-25,"Croatia","HRK","2019 8",7.42899999999998
"1055",2019-02-18,"Croatia","HRK","2019 7",7.41250000000003
"1056",2019-02-11,"Croatia","HRK","2019 6",7.40750000000003
"1057",2019-02-04,"Croatia","HRK","2019 5",7.41550000000001
"1058",2019-01-28,"Croatia","HRK","2019 4",7.42729999999997
"1059",2019-01-21,"Croatia","HRK","2019 3",7.42679999999999
"1060",2019-01-14,"Croatia","HRK","2019 2",7.4325
"1061",2019-01-07,"Croatia","HRK","2019 1",7.42899999999998
"1062",2018-12-17,"Croatia","HRK","2018 51",7.40279999999999
"1063",2018-12-10,"Croatia","HRK","2018 50",7.38699999999998
"1064",2018-12-03,"Croatia","HRK","2018 49",7.40380000000002
"1065",2018-11-26,"Croatia","HRK","2018 48",7.43050000000003
"1066",2018-11-19,"Croatia","HRK","2018 47",7.4253
"1067",2018-11-12,"Croatia","HRK","2018 46",7.42700000000002
"1068",2018-11-05,"Croatia","HRK","2018 45",7.43830000000001
"1069",2018-10-29,"Croatia","HRK","2018 44",7.43159999999999
"1070",2018-10-22,"Croatia","HRK","2018 43",7.4325
"1071",2018-10-15,"Croatia","HRK","2018 42",7.4135
"1072",2018-10-08,"Croatia","HRK","2018 41",7.42250000000003
"1073",2018-10-01,"Croatia","HRK","2018 40",7.43300000000002
"1074",2018-09-24,"Croatia","HRK","2018 39",7.42649999999999
"1075",2018-09-17,"Croatia","HRK","2018 38",7.42979999999999
"1076",2018-09-10,"Croatia","HRK","2018 37",7.4203
"1077",2018-09-03,"Croatia","HRK","2018 36",7.43279999999998
"1078",2018-08-27,"Croatia","HRK","2018 35",7.4375
"1079",2018-08-20,"Croatia","HRK","2018 34",7.41700000000001
"1080",2018-08-13,"Croatia","HRK","2018 33",7.42700000000002
"1081",2018-08-06,"Croatia","HRK","2018 32",7.41799999999999
"1082",2018-07-30,"Croatia","HRK","2018 31",7.40050000000001
"1083",2018-07-23,"Croatia","HRK","2018 30",7.39779999999999
"1084",2018-07-16,"Croatia","HRK","2018 29",7.39449999999998
"1085",2018-07-09,"Croatia","HRK","2018 28",7.41130000000001
"1086",2018-07-02,"Croatia","HRK","2018 27",7.3846
"1087",2018-06-25,"Croatia","HRK","2018 26",7.38250000000003
"1088",2018-06-18,"Croatia","HRK","2018 25",7.37949999999998
"1089",2018-06-11,"Croatia","HRK","2018 24",7.37879999999999
"1090",2018-06-04,"Croatia","HRK","2018 23",7.37900000000002
"1091",2018-05-28,"Croatia","HRK","2018 22",7.39500000000002
"1092",2018-05-21,"Croatia","HRK","2018 21",7.3815
"1093",2018-05-14,"Croatia","HRK","2018 20",7.38349999999999
"1094",2018-05-07,"Croatia","HRK","2018 19",7.39850000000002
"1095",2018-04-30,"Croatia","HRK","2018 18",7.40999999999999
"1096",2018-04-23,"Croatia","HRK","2018 17",7.41529999999998
"1097",2018-04-16,"Croatia","HRK","2018 16",7.4128
"1098",2018-04-09,"Croatia","HRK","2018 15",7.43199999999998
"1099",2018-03-26,"Croatia","HRK","2018 13",7.44200000000002
"1100",2018-03-19,"Croatia","HRK","2018 12",7.42950000000001
"1101",2018-03-12,"Croatia","HRK","2018 11",7.44499999999999
"1102",2018-03-05,"Croatia","HRK","2018 10",7.43030000000003
"1103",2018-02-26,"Croatia","HRK","2018 9",7.44349999999998
"1104",2018-02-19,"Croatia","HRK","2018 8",7.43850000000002
"1105",2018-02-12,"Croatia","HRK","2018 7",7.45250000000002
"1106",2018-02-05,"Croatia","HRK","2018 6",7.43300000000002
"1107",2018-01-29,"Croatia","HRK","2018 5",7.42179999999998
"1108",2018-01-22,"Croatia","HRK","2018 4",7.4355
"1109",2018-01-15,"Croatia","HRK","2018 3",7.434
"1110",2018-01-08,"Croatia","HRK","2018 2",7.44200000000002
"1111",2018-01-01,"Croatia","HRK","2018 1",7.43999999999998
"1112",2017-12-18,"Croatia","HRK","2017 51",7.54300000000001
"1113",2017-12-11,"Croatia","HRK","2017 50",7.54199999999998
"1114",2017-12-04,"Croatia","HRK","2017 49",7.55500000000002
"1115",2017-11-27,"Croatia","HRK","2017 48",7.55880000000001
"1116",2017-11-20,"Croatia","HRK","2017 47",7.56479999999999
"1117",2017-11-13,"Croatia","HRK","2017 46",7.54999999999999
"1118",2017-11-06,"Croatia","HRK","2017 45",7.5375
"1119",2017-10-30,"Croatia","HRK","2017 44",7.52200000000002
"1120",2017-10-23,"Croatia","HRK","2017 43",7.50700000000001
"1121",2017-10-16,"Croatia","HRK","2017 42",7.50380000000002
"1122",2017-10-09,"Croatia","HRK","2017 41",7.5025
"1123",2017-10-02,"Croatia","HRK","2017 40",7.49699999999999
"1124",2017-09-25,"Croatia","HRK","2017 39",7.49020000000001
"1125",2017-09-18,"Croatia","HRK","2017 38",7.48450000000001
"1126",2017-09-11,"Croatia","HRK","2017 37",7.42819999999998
"1127",2017-09-04,"Croatia","HRK","2017 36",7.41499999999998
"1128",2017-08-28,"Croatia","HRK","2017 35",7.41450000000002
"1129",2017-08-21,"Croatia","HRK","2017 34",7.40530000000002
"1130",2017-08-14,"Croatia","HRK","2017 33",7.39449999999998
"1131",2017-08-07,"Croatia","HRK","2017 32",7.40349999999997
"1132",2017-07-31,"Croatia","HRK","2017 31",7.41100000000001
"1133",2017-07-24,"Croatia","HRK","2017 30",7.40980000000001
"1134",2017-07-17,"Croatia","HRK","2017 29",7.41109999999997
"1135",2017-07-10,"Croatia","HRK","2017 28",7.41529999999998
"1136",2017-07-03,"Croatia","HRK","2017 27",7.4215
"1137",2017-06-26,"Croatia","HRK","2017 26",7.41259999999999
"1138",2017-06-19,"Croatia","HRK","2017 25",7.41480000000001
"1139",2017-06-12,"Croatia","HRK","2017 24",7.4115
"1140",2017-06-05,"Croatia","HRK","2017 23",7.40080000000002
"1141",2017-05-29,"Croatia","HRK","2017 22",7.4135
"1142",2017-05-22,"Croatia","HRK","2017 21",7.44150000000001
"1143",2017-05-15,"Croatia","HRK","2017 20",7.4332
"1144",2017-05-08,"Croatia","HRK","2017 19",7.41799999999999
"1145",2017-05-01,"Croatia","HRK","2017 18",7.46399999999998
"1146",2017-04-24,"Croatia","HRK","2017 17",7.46229999999999
"1147",2017-04-10,"Croatia","HRK","2017 15",7.43499999999998
"1148",2017-04-03,"Croatia","HRK","2017 14",7.43050000000003
"1149",2017-03-27,"Croatia","HRK","2017 13",7.4395
"1150",2017-03-20,"Croatia","HRK","2017 12",7.40550000000002
"1151",2017-03-13,"Croatia","HRK","2017 11",7.4333
"1152",2017-03-06,"Croatia","HRK","2017 10",7.40899999999998
"1153",2017-02-27,"Croatia","HRK","2017 9",7.42800000000002
"1154",2017-02-20,"Croatia","HRK","2017 8",7.44850000000002
"1155",2017-02-13,"Croatia","HRK","2017 7",7.44850000000002
"1156",2017-02-06,"Croatia","HRK","2017 6",7.44899999999999
"1157",2017-01-30,"Croatia","HRK","2017 5",7.4773
"1158",2017-01-23,"Croatia","HRK","2017 4",7.50580000000001
"1159",2017-01-16,"Croatia","HRK","2017 3",7.53180000000002
"1160",2017-01-09,"Croatia","HRK","2017 2",7.57009999999997
"1161",2017-01-02,"Croatia","HRK","2017 1",7.5548
"1162",2016-12-19,"Croatia","HRK","2016 51",7.535
"1163",2016-12-12,"Croatia","HRK","2016 50",7.53349999999999
"1164",2016-12-05,"Croatia","HRK","2016 49",7.53560000000002
"1165",2016-11-28,"Croatia","HRK","2016 48",7.53680000000001
"1166",2016-11-21,"Croatia","HRK","2016 47",7.53680000000001
"1167",2016-11-14,"Croatia","HRK","2016 46",7.51049999999999
"1168",2016-11-07,"Croatia","HRK","2016 45",7.51400000000002
"1169",2016-10-31,"Croatia","HRK","2016 44",7.50929999999998
"1170",2016-10-24,"Croatia","HRK","2016 43",7.50830000000002
"1171",2016-10-17,"Croatia","HRK","2016 42",7.5065
"1172",2016-10-10,"Croatia","HRK","2016 41",7.50499999999999
"1173",2016-10-03,"Croatia","HRK","2016 40",7.50529999999998
"1174",2016-09-26,"Croatia","HRK","2016 39",7.50300000000002
"1175",2016-09-19,"Croatia","HRK","2016 38",7.51200000000002
"1176",2016-09-12,"Croatia","HRK","2016 37",7.48600000000001
"1177",2016-09-05,"Croatia","HRK","2016 36",7.501
"1178",2016-08-29,"Croatia","HRK","2016 35",7.48519999999997
"1179",2016-08-22,"Croatia","HRK","2016 34",7.48900000000002
"1180",2016-08-15,"Croatia","HRK","2016 33",7.49249999999999
"1181",2016-08-08,"Croatia","HRK","2016 32",7.47989999999998
"1182",2016-08-01,"Croatia","HRK","2016 31",7.4855
"1183",2016-07-25,"Croatia","HRK","2016 30",7.48529999999998
"1184",2016-07-18,"Croatia","HRK","2016 29",7.49570000000003
"1185",2016-07-11,"Croatia","HRK","2016 28",7.47649999999999
"1186",2016-07-04,"Croatia","HRK","2016 27",7.51800000000002
"1187",2016-06-27,"Croatia","HRK","2016 26",7.51949999999997
"1188",2016-06-20,"Croatia","HRK","2016 25",7.51800000000002
"1189",2016-06-13,"Croatia","HRK","2016 24",7.53050000000001
"1190",2016-06-06,"Croatia","HRK","2016 23",7.50750000000001
"1191",2016-05-30,"Croatia","HRK","2016 22",7.48479999999998
"1192",2016-05-23,"Croatia","HRK","2016 21",7.48900000000002
"1193",2016-05-16,"Croatia","HRK","2016 20",7.49649999999997
"1194",2016-05-09,"Croatia","HRK","2016 19",7.47929999999998
"1195",2016-05-02,"Croatia","HRK","2016 18",7.51299999999999
"1196",2016-04-25,"Croatia","HRK","2016 17",7.48180000000002
"1197",2016-04-18,"Croatia","HRK","2016 16",7.50499999999999
"1198",2016-04-11,"Croatia","HRK","2016 15",7.48750000000002
"1199",2016-04-04,"Croatia","HRK","2016 14",7.51149999999998
"1200",2016-03-21,"Croatia","HRK","2016 12",7.5215
"1201",2016-03-14,"Croatia","HRK","2016 11",7.56500000000003
"1202",2016-03-07,"Croatia","HRK","2016 10",7.57829999999999
"1203",2016-02-29,"Croatia","HRK","2016 9",7.62630000000001
"1204",2016-02-22,"Croatia","HRK","2016 8",7.63000000000001
"1205",2016-02-15,"Croatia","HRK","2016 7",7.62
"1206",2016-02-08,"Croatia","HRK","2016 6",7.64549999999997
"1207",2016-02-01,"Croatia","HRK","2016 5",7.6605
"1208",2016-01-25,"Croatia","HRK","2016 4",7.66949999999998
"1209",2016-01-18,"Croatia","HRK","2016 3",7.66349999999998
"1210",2016-01-11,"Croatia","HRK","2016 2",7.64549999999997
"1211",2016-01-04,"Croatia","HRK","2016 1",7.64150000000002
"1212",2021-11-22,"Hungary","HUF","2021 47",369.12
"1213",2021-11-15,"Hungary","HUF","2021 46",365.979999999999
"1214",2021-11-08,"Hungary","HUF","2021 45",359.759999999999
"1215",2021-11-01,"Hungary","HUF","2021 44",360.480000000001
"1216",2021-10-25,"Hungary","HUF","2021 43",365.84
"1217",2021-10-18,"Hungary","HUF","2021 42",361.35
"1218",2021-10-11,"Hungary","HUF","2021 41",360.7
"1219",2021-10-04,"Hungary","HUF","2021 40",355.900000000001
"1220",2021-09-27,"Hungary","HUF","2021 39",358.129999999999
"1221",2021-09-20,"Hungary","HUF","2021 38",353.97
"1222",2021-09-13,"Hungary","HUF","2021 37",349.58
"1223",2021-09-06,"Hungary","HUF","2021 36",347.03
"1224",2021-08-30,"Hungary","HUF","2021 35",348.3
"1225",2021-08-23,"Hungary","HUF","2021 34",350.13
"1226",2021-08-16,"Hungary","HUF","2021 33",351.89
"1227",2021-08-09,"Hungary","HUF","2021 32",353.87
"1228",2021-08-02,"Hungary","HUF","2021 31",356.009999999999
"1229",2021-07-26,"Hungary","HUF","2021 30",361.65
"1230",2021-07-19,"Hungary","HUF","2021 29",359.48
"1231",2021-07-12,"Hungary","HUF","2021 28",355.38
"1232",2021-07-05,"Hungary","HUF","2021 27",351.53
"1233",2021-06-28,"Hungary","HUF","2021 26",351.98
"1234",2021-06-21,"Hungary","HUF","2021 25",354.11
"1235",2021-06-14,"Hungary","HUF","2021 24",351.139999999999
"1236",2021-06-07,"Hungary","HUF","2021 23",345.91
"1237",2021-05-31,"Hungary","HUF","2021 22",347.61
"1238",2021-05-24,"Hungary","HUF","2021 21",347.47
"1239",2021-05-17,"Hungary","HUF","2021 20",352.9
"1240",2021-05-10,"Hungary","HUF","2021 19",357.26
"1241",2021-05-03,"Hungary","HUF","2021 18",359.94
"1242",2021-04-26,"Hungary","HUF","2021 17",363.3
"1243",2021-04-19,"Hungary","HUF","2021 16",360.23
"1244",2021-04-12,"Hungary","HUF","2021 15",356.43
"1245",2021-03-29,"Hungary","HUF","2021 13",362.32
"1246",2021-03-22,"Hungary","HUF","2021 12",366.9
"1247",2021-03-15,"Hungary","HUF","2021 11",367.63
"1248",2021-03-08,"Hungary","HUF","2021 10",367.19
"1249",2021-03-01,"Hungary","HUF","2021 9",362.86
"1250",2021-02-22,"Hungary","HUF","2021 8",359.09
"1251",2021-02-15,"Hungary","HUF","2021 7",358.149999999999
"1252",2021-02-08,"Hungary","HUF","2021 6",358.33
"1253",2021-02-01,"Hungary","HUF","2021 5",356.349999999999
"1254",2021-01-25,"Hungary","HUF","2021 4",357.33
"1255",2021-01-18,"Hungary","HUF","2021 3",360.390000000001
"1256",2021-01-11,"Hungary","HUF","2021 2",360.7
"1257",2020-12-21,"Hungary","HUF","2020 51",360.93
"1258",2020-12-14,"Hungary","HUF","2020 50",353.63
"1259",2020-12-07,"Hungary","HUF","2020 49",359.490000000001
"1260",2020-11-30,"Hungary","HUF","2020 48",359.59
"1261",2020-11-23,"Hungary","HUF","2020 47",360.21
"1262",2020-11-16,"Hungary","HUF","2020 46",358.16
"1263",2020-11-09,"Hungary","HUF","2020 45",356.98
"1264",2020-11-02,"Hungary","HUF","2020 44",366.24
"1265",2020-10-26,"Hungary","HUF","2020 43",365.02
"1266",2020-10-19,"Hungary","HUF","2020 42",365.05
"1267",2020-10-12,"Hungary","HUF","2020 41",356.83
"1268",2020-10-05,"Hungary","HUF","2020 40",358.17
"1269",2020-09-28,"Hungary","HUF","2020 39",364.12
"1270",2020-09-21,"Hungary","HUF","2020 38",363.08
"1271",2020-09-14,"Hungary","HUF","2020 37",357.65
"1272",2020-09-07,"Hungary","HUF","2020 36",359.92
"1273",2020-08-31,"Hungary","HUF","2020 35",354.54
"1274",2020-08-24,"Hungary","HUF","2020 34",350.83
"1275",2020-08-17,"Hungary","HUF","2020 33",348.53
"1276",2020-08-10,"Hungary","HUF","2020 32",345.19
"1277",2020-08-03,"Hungary","HUF","2020 31",345.72
"1278",2020-07-27,"Hungary","HUF","2020 30",345.91
"1279",2020-07-20,"Hungary","HUF","2020 29",352.56
"1280",2020-07-13,"Hungary","HUF","2020 28",353.83
"1281",2020-07-06,"Hungary","HUF","2020 27",352.83
"1282",2020-06-29,"Hungary","HUF","2020 26",356.3
"1283",2020-06-22,"Hungary","HUF","2020 25",346.6
"1284",2020-06-15,"Hungary","HUF","2020 24",347.060000000001
"1285",2020-06-08,"Hungary","HUF","2020 23",344.16
"1286",2020-06-01,"Hungary","HUF","2020 22",345.450000000001
"1287",2020-05-25,"Hungary","HUF","2020 21",350.72
"1288",2020-05-18,"Hungary","HUF","2020 20",353.390000000001
"1289",2020-05-11,"Hungary","HUF","2020 19",349.84
"1290",2020-05-04,"Hungary","HUF","2020 18",353.27
"1291",2020-04-27,"Hungary","HUF","2020 17",354.57
"1292",2020-04-20,"Hungary","HUF","2020 16",354.57
"1293",2020-04-06,"Hungary","HUF","2020 14",365.24
"1294",2020-03-30,"Hungary","HUF","2020 13",358.72
"1295",2020-03-23,"Hungary","HUF","2020 12",352.330000000001
"1296",2020-03-16,"Hungary","HUF","2020 11",344.97
"1297",2020-03-09,"Hungary","HUF","2020 10",336.25
"1298",2020-03-02,"Hungary","HUF","2020 9",336.92
"1299",2020-02-24,"Hungary","HUF","2020 8",337.61
"1300",2020-02-17,"Hungary","HUF","2020 7",334.64
"1301",2020-02-10,"Hungary","HUF","2020 6",337.37
"1302",2020-02-03,"Hungary","HUF","2020 5",337.7
"1303",2020-01-27,"Hungary","HUF","2020 4",337.53
"1304",2020-01-20,"Hungary","HUF","2020 3",336.39
"1305",2020-01-13,"Hungary","HUF","2020 2",334.29
"1306",2020-01-06,"Hungary","HUF","2020 1",329.66
"1307",2019-12-16,"Hungary","HUF","2019 50",329.01
"1308",2019-12-09,"Hungary","HUF","2019 49",331.58
"1309",2019-12-02,"Hungary","HUF","2019 48",332.98
"1310",2019-11-25,"Hungary","HUF","2019 47",335.23
"1311",2019-11-18,"Hungary","HUF","2019 46",335.27
"1312",2019-11-11,"Hungary","HUF","2019 45",334.349999999999
"1313",2019-11-04,"Hungary","HUF","2019 44",328.78
"1314",2019-10-28,"Hungary","HUF","2019 43",328.16
"1315",2019-10-21,"Hungary","HUF","2019 42",329.98
"1316",2019-10-14,"Hungary","HUF","2019 41",331.44
"1317",2019-10-07,"Hungary","HUF","2019 40",333.64
"1318",2019-09-30,"Hungary","HUF","2019 39",334.83
"1319",2019-09-23,"Hungary","HUF","2019 38",334.619999999999
"1320",2019-09-16,"Hungary","HUF","2019 37",331.92
"1321",2019-09-09,"Hungary","HUF","2019 36",329.930000000001
"1322",2019-09-02,"Hungary","HUF","2019 35",331.34
"1323",2019-08-26,"Hungary","HUF","2019 34",329.23
"1324",2019-08-19,"Hungary","HUF","2019 33",325.76
"1325",2019-08-12,"Hungary","HUF","2019 32",324.65
"1326",2019-08-05,"Hungary","HUF","2019 31",326.99
"1327",2019-07-29,"Hungary","HUF","2019 30",327.23
"1328",2019-07-22,"Hungary","HUF","2019 29",324.95
"1329",2019-07-15,"Hungary","HUF","2019 28",325.66
"1330",2019-07-08,"Hungary","HUF","2019 27",324.66
"1331",2019-07-01,"Hungary","HUF","2019 26",322.9
"1332",2019-06-24,"Hungary","HUF","2019 25",324.29
"1333",2019-06-17,"Hungary","HUF","2019 24",322.29
"1334",2019-06-10,"Hungary","HUF","2019 23",320.21
"1335",2019-06-03,"Hungary","HUF","2019 22",323.73
"1336",2019-05-27,"Hungary","HUF","2019 21",325.75
"1337",2019-05-20,"Hungary","HUF","2019 20",325.77
"1338",2019-05-13,"Hungary","HUF","2019 19",323.71
"1339",2019-05-06,"Hungary","HUF","2019 18",323.43
"1340",2019-04-29,"Hungary","HUF","2019 17",322.64
"1341",2019-04-15,"Hungary","HUF","2019 15",320.25
"1342",2019-04-08,"Hungary","HUF","2019 14",321.54
"1343",2019-04-01,"Hungary","HUF","2019 13",321.040000000001
"1344",2019-03-25,"Hungary","HUF","2019 12",316.84
"1345",2019-03-18,"Hungary","HUF","2019 11",314.38
"1346",2019-03-11,"Hungary","HUF","2019 10",315.84
"1347",2019-03-04,"Hungary","HUF","2019 9",315.84
"1348",2019-02-25,"Hungary","HUF","2019 8",317.62
"1349",2019-02-18,"Hungary","HUF","2019 7",318.01
"1350",2019-02-11,"Hungary","HUF","2019 6",319.66
"1351",2019-02-04,"Hungary","HUF","2019 5",317.8
"1352",2019-01-28,"Hungary","HUF","2019 4",317.53
"1353",2019-01-21,"Hungary","HUF","2019 3",317.71
"1354",2019-01-14,"Hungary","HUF","2019 2",321.33
"1355",2019-01-07,"Hungary","HUF","2019 1",321.11
"1356",2018-12-17,"Hungary","HUF","2018 51",323.32
"1357",2018-12-10,"Hungary","HUF","2018 50",323.15
"1358",2018-12-03,"Hungary","HUF","2018 49",322.76
"1359",2018-11-26,"Hungary","HUF","2018 48",322.9
"1360",2018-11-19,"Hungary","HUF","2018 47",321.65
"1361",2018-11-12,"Hungary","HUF","2018 46",321.72
"1362",2018-11-05,"Hungary","HUF","2018 45",322.44
"1363",2018-10-29,"Hungary","HUF","2018 44",324.4
"1364",2018-10-22,"Hungary","HUF","2018 43",323.120000000001
"1365",2018-10-15,"Hungary","HUF","2018 42",323.45
"1366",2018-10-08,"Hungary","HUF","2018 41",324.94
"1367",2018-10-01,"Hungary","HUF","2018 40",323.04
"1368",2018-09-24,"Hungary","HUF","2018 39",323.49
"1369",2018-09-17,"Hungary","HUF","2018 38",324.5
"1370",2018-09-10,"Hungary","HUF","2018 37",325.08
"1371",2018-09-03,"Hungary","HUF","2018 36",326.58
"1372",2018-08-27,"Hungary","HUF","2018 35",323.87
"1373",2018-08-20,"Hungary","HUF","2018 34",323.53
"1374",2018-08-13,"Hungary","HUF","2018 33",323.9
"1375",2018-08-06,"Hungary","HUF","2018 32",320.54
"1376",2018-07-30,"Hungary","HUF","2018 31",322.02
"1377",2018-07-23,"Hungary","HUF","2018 30",326.02
"1378",2018-07-16,"Hungary","HUF","2018 29",322.14
"1379",2018-07-09,"Hungary","HUF","2018 28",322.74
"1380",2018-07-02,"Hungary","HUF","2018 27",329.81
"1381",2018-06-25,"Hungary","HUF","2018 26",325.42
"1382",2018-06-18,"Hungary","HUF","2018 25",323.02
"1383",2018-06-11,"Hungary","HUF","2018 24",321.65
"1384",2018-06-04,"Hungary","HUF","2018 23",318.64
"1385",2018-05-28,"Hungary","HUF","2018 22",319.42
"1386",2018-05-21,"Hungary","HUF","2018 21",319.4
"1387",2018-05-14,"Hungary","HUF","2018 20",315.37
"1388",2018-05-07,"Hungary","HUF","2018 19",314.34
"1389",2018-04-30,"Hungary","HUF","2018 18",313.55
"1390",2018-04-23,"Hungary","HUF","2018 17",311.38
"1391",2018-04-16,"Hungary","HUF","2018 16",310.3
"1392",2018-04-09,"Hungary","HUF","2018 15",312.1
"1393",2018-03-26,"Hungary","HUF","2018 13",312.73
"1394",2018-03-19,"Hungary","HUF","2018 12",310.98
"1395",2018-03-12,"Hungary","HUF","2018 11",311.89
"1396",2018-03-05,"Hungary","HUF","2018 10",313.76
"1397",2018-02-26,"Hungary","HUF","2018 9",313.59
"1398",2018-02-19,"Hungary","HUF","2018 8",311.15
"1399",2018-02-12,"Hungary","HUF","2018 7",311.97
"1400",2018-02-05,"Hungary","HUF","2018 6",309.6
"1401",2018-01-29,"Hungary","HUF","2018 5",309.34
"1402",2018-01-22,"Hungary","HUF","2018 4",309.65
"1403",2018-01-15,"Hungary","HUF","2018 3",308.9
"1404",2018-01-08,"Hungary","HUF","2018 2",308.84
"1405",2018-01-01,"Hungary","HUF","2018 1",310.33
"1406",2017-12-18,"Hungary","HUF","2017 51",313.67
"1407",2017-12-11,"Hungary","HUF","2017 50",313.95
"1408",2017-12-04,"Hungary","HUF","2017 49",313.08
"1409",2017-11-27,"Hungary","HUF","2017 48",311.24
"1410",2017-11-20,"Hungary","HUF","2017 47",312.44
"1411",2017-11-13,"Hungary","HUF","2017 46",312.04
"1412",2017-11-06,"Hungary","HUF","2017 45",311.15
"1413",2017-10-30,"Hungary","HUF","2017 44",311.01
"1414",2017-10-23,"Hungary","HUF","2017 43",308.06
"1415",2017-10-16,"Hungary","HUF","2017 42",307.53
"1416",2017-10-09,"Hungary","HUF","2017 41",312.32
"1417",2017-10-02,"Hungary","HUF","2017 40",311.44
"1418",2017-09-25,"Hungary","HUF","2017 39",310.25
"1419",2017-09-18,"Hungary","HUF","2017 38",309.87
"1420",2017-09-11,"Hungary","HUF","2017 37",306.28
"1421",2017-09-04,"Hungary","HUF","2017 36",306.02
"1422",2017-08-28,"Hungary","HUF","2017 35",304.01
"1423",2017-08-21,"Hungary","HUF","2017 34",303.43
"1424",2017-08-14,"Hungary","HUF","2017 33",304.4
"1425",2017-08-07,"Hungary","HUF","2017 32",303.8
"1426",2017-07-31,"Hungary","HUF","2017 31",304.62
"1427",2017-07-24,"Hungary","HUF","2017 30",305.15
"1428",2017-07-17,"Hungary","HUF","2017 29",306.05
"1429",2017-07-10,"Hungary","HUF","2017 28",308.38
"1430",2017-07-03,"Hungary","HUF","2017 27",309.25
"1431",2017-06-26,"Hungary","HUF","2017 26",309.48
"1432",2017-06-19,"Hungary","HUF","2017 25",307.09
"1433",2017-06-12,"Hungary","HUF","2017 24",307.18
"1434",2017-06-05,"Hungary","HUF","2017 23",307.22
"1435",2017-05-29,"Hungary","HUF","2017 22",307.84
"1436",2017-05-22,"Hungary","HUF","2017 21",308.65
"1437",2017-05-15,"Hungary","HUF","2017 20",309.17
"1438",2017-05-08,"Hungary","HUF","2017 19",311.24
"1439",2017-05-01,"Hungary","HUF","2017 18",312.38
"1440",2017-04-24,"Hungary","HUF","2017 17",311.47
"1441",2017-04-10,"Hungary","HUF","2017 15",311.35
"1442",2017-04-03,"Hungary","HUF","2017 14",308.68
"1443",2017-03-27,"Hungary","HUF","2017 13",310.21
"1444",2017-03-20,"Hungary","HUF","2017 12",308.64
