"","Date","Country","Currency","year_week","WeeklyRate"
"1",2022-01-26,"Brasil","BRL","2022 4",6.07637186305179
"2",2022-01-19,"Brasil","BRL","2022 3",6.2754
"3",2022-01-14,"Brasil","BRL","2022 2",6.36392
"4",2022-01-07,"Brasil","BRL","2022 1",6.41244
"5",2021-12-31,"Brasil","BRL","2021 53",6.3101
"6",2021-12-30,"Brasil","BRL","2021 52",6.3985
"7",2021-12-23,"Brasil","BRL","2021 51",6.44142
"8",2021-12-16,"Brasil","BRL","2021 50",6.37136
"9",2021-12-09,"Brasil","BRL","2021 49",6.34484
"10",2021-12-02,"Brasil","BRL","2021 48",6.3533
"11",2021-11-24,"Brasil","BRL","2021 47",6.29315
"12",2021-11-18,"Brasil","BRL","2021 46",6.2213
"13",2021-11-11,"Brasil","BRL","2021 45",6.36114
"14",2021-10-29,"Brasil","BRL","2021 44",6.5698
"15",2021-10-28,"Brasil","BRL","2021 43",6.51274
"16",2021-10-21,"Brasil","BRL","2021 42",6.45628
"17",2021-10-14,"Brasil","BRL","2021 41",6.37352
"18",2021-10-07,"Brasil","BRL","2021 40",6.3093
"19",2021-09-30,"Brasil","BRL","2021 39",6.2698
"20",2021-09-23,"Brasil","BRL","2021 38",6.20882
"21",2021-09-16,"Brasil","BRL","2021 37",6.16754
"22",2021-09-09,"Brasil","BRL","2021 36",6.17256
"23",2021-09-02,"Brasil","BRL","2021 35",6.13844
"24",2021-08-26,"Brasil","BRL","2021 34",6.24684
"25",2021-08-19,"Brasil","BRL","2021 33",6.22788
"26",2021-08-12,"Brasil","BRL","2021 32",6.14352
"27",2021-08-05,"Brasil","BRL","2021 31",6.1328
"28",2021-07-29,"Brasil","BRL","2021 30",6.10386
"29",2021-07-22,"Brasil","BRL","2021 29",6.10706
"30",2021-07-15,"Brasil","BRL","2021 28",6.13554
"31",2021-07-08,"Brasil","BRL","2021 27",6.06938
"32",2021-07-01,"Brasil","BRL","2021 26",5.8925
"33",2021-06-24,"Brasil","BRL","2021 25",5.95386
"34",2021-06-17,"Brasil","BRL","2021 24",6.12338
"35",2021-06-10,"Brasil","BRL","2021 23",6.1468
"36",2021-06-03,"Brasil","BRL","2021 22",6.32186
"37",2021-05-27,"Brasil","BRL","2021 21",6.49172
"38",2021-05-20,"Brasil","BRL","2021 20",6.42958
"39",2021-05-13,"Brasil","BRL","2021 19",6.37484
"40",2021-05-06,"Brasil","BRL","2021 18",6.5154
"41",2021-04-29,"Brasil","BRL","2021 17",6.55588
"42",2021-04-22,"Brasil","BRL","2021 16",6.69976
"43",2021-04-15,"Brasil","BRL","2021 15",6.76274
"44",2021-04-08,"Brasil","BRL","2021 14",6.6543
"45",2021-04-01,"Brasil","BRL","2021 13",6.72634
"46",2021-03-25,"Brasil","BRL","2021 12",6.58814
"47",2021-03-18,"Brasil","BRL","2021 11",6.67126
"48",2021-03-11,"Brasil","BRL","2021 10",6.83212
"49",2021-03-04,"Brasil","BRL","2021 9",6.77142
"50",2021-02-25,"Brasil","BRL","2021 8",6.61686
"51",2021-02-18,"Brasil","BRL","2021 7",6.51336
"52",2021-02-11,"Brasil","BRL","2021 6",6.5262
"53",2021-02-04,"Brasil","BRL","2021 5",6.51556
"54",2021-01-28,"Brasil","BRL","2021 4",6.57678
"55",2021-01-21,"Brasil","BRL","2021 3",6.39836
"56",2021-01-14,"Brasil","BRL","2021 2",6.55318
"57",2021-01-07,"Brasil","BRL","2021 1",6.476225
"58",2020-12-31,"Brasil","BRL","2020 53",6.36545
"59",2020-12-29,"Brasil","BRL","2020 52",6.340875
"60",2020-12-22,"Brasil","BRL","2020 51",6.26192
"61",2020-12-15,"Brasil","BRL","2020 50",6.16134
"62",2020-12-08,"Brasil","BRL","2020 49",6.25576
"63",2020-12-01,"Brasil","BRL","2020 48",6.36514
"64",2020-11-24,"Brasil","BRL","2020 47",6.3486
"65",2020-11-17,"Brasil","BRL","2020 46",6.40572
"66",2020-11-10,"Brasil","BRL","2020 45",6.49496
"67",2020-11-03,"Brasil","BRL","2020 44",6.72272
"68",2020-10-27,"Brasil","BRL","2020 43",6.63968
"69",2020-10-20,"Brasil","BRL","2020 42",6.59486
"70",2020-10-13,"Brasil","BRL","2020 41",6.55466
"71",2020-10-06,"Brasil","BRL","2020 40",6.60198
"72",2020-09-29,"Brasil","BRL","2020 39",6.49134
"73",2020-09-22,"Brasil","BRL","2020 38",6.28886
"74",2020-09-15,"Brasil","BRL","2020 37",6.27292
"75",2020-09-08,"Brasil","BRL","2020 36",6.3299
"76",2020-09-01,"Brasil","BRL","2020 35",6.536
"77",2020-08-25,"Brasil","BRL","2020 34",6.58556
"78",2020-08-18,"Brasil","BRL","2020 33",6.40484
"79",2020-08-11,"Brasil","BRL","2020 32",6.3338
"80",2020-08-04,"Brasil","BRL","2020 31",6.1335
"81",2020-07-28,"Brasil","BRL","2020 30",6.0358
"82",2020-07-21,"Brasil","BRL","2020 29",6.096
"83",2020-07-14,"Brasil","BRL","2020 28",6.06138
"84",2020-07-07,"Brasil","BRL","2020 27",6.02692
"85",2020-06-30,"Brasil","BRL","2020 26",6.02504
"86",2020-06-23,"Brasil","BRL","2020 25",5.93084
"87",2020-06-16,"Brasil","BRL","2020 24",5.69536
"88",2020-06-09,"Brasil","BRL","2020 23",5.65914
"89",2020-06-02,"Brasil","BRL","2020 22",5.91206
"90",2020-05-26,"Brasil","BRL","2020 21",6.10804
"91",2020-05-19,"Brasil","BRL","2020 20",6.31522
"92",2020-05-12,"Brasil","BRL","2020 19",6.2328
"93",2020-05-05,"Brasil","BRL","2020 18",5.956
"94",2020-04-28,"Brasil","BRL","2020 17",5.95984
"95",2020-04-21,"Brasil","BRL","2020 16",5.71972
"96",2020-04-14,"Brasil","BRL","2020 15",5.64273333333333
"97",2020-04-07,"Brasil","BRL","2020 14",5.69998
"98",2020-03-31,"Brasil","BRL","2020 13",5.5832
"99",2020-03-24,"Brasil","BRL","2020 12",5.5175
"100",2020-03-17,"Brasil","BRL","2020 11",5.41316
"101",2020-03-10,"Brasil","BRL","2020 10",5.2407
"102",2020-03-03,"Brasil","BRL","2020 9",4.91836
"103",2020-02-25,"Brasil","BRL","2020 8",4.74236
"104",2020-02-18,"Brasil","BRL","2020 7",4.70286
"105",2020-02-11,"Brasil","BRL","2020 6",4.689
"106",2020-02-04,"Brasil","BRL","2020 5",4.67912
"107",2020-01-28,"Brasil","BRL","2020 4",4.62972
"108",2020-01-21,"Brasil","BRL","2020 3",4.6456
"109",2020-01-14,"Brasil","BRL","2020 2",4.54724
"110",2020-01-07,"Brasil","BRL","2020 1",4.530675
"111",2019-12-31,"Brasil","BRL","2019 53",4.5157
"112",2019-12-30,"Brasil","BRL","2019 52",4.5177
"113",2019-12-23,"Brasil","BRL","2019 51",4.52128
"114",2019-12-16,"Brasil","BRL","2019 50",4.56848
"115",2019-12-09,"Brasil","BRL","2019 49",4.6433
"116",2019-12-02,"Brasil","BRL","2019 48",4.67128
"117",2019-11-25,"Brasil","BRL","2019 47",4.6387
"118",2019-11-18,"Brasil","BRL","2019 46",4.6062
"119",2019-11-11,"Brasil","BRL","2019 45",4.51334
"120",2019-11-04,"Brasil","BRL","2019 44",4.45012
"121",2019-10-28,"Brasil","BRL","2019 43",4.50314
"122",2019-10-21,"Brasil","BRL","2019 42",4.60286
"123",2019-10-14,"Brasil","BRL","2019 41",4.51456
"124",2019-10-07,"Brasil","BRL","2019 40",4.50858
"125",2019-09-30,"Brasil","BRL","2019 39",4.55278
"126",2019-09-23,"Brasil","BRL","2019 38",4.55222
"127",2019-09-16,"Brasil","BRL","2019 37",4.48918
"128",2019-09-09,"Brasil","BRL","2019 36",4.52464
"129",2019-09-02,"Brasil","BRL","2019 35",4.5866
"130",2019-08-26,"Brasil","BRL","2019 34",4.50444
"131",2019-08-19,"Brasil","BRL","2019 33",4.45546
"132",2019-08-12,"Brasil","BRL","2019 32",4.42948
"133",2019-08-05,"Brasil","BRL","2019 31",4.26806
"134",2019-07-29,"Brasil","BRL","2019 30",4.19508
"135",2019-07-22,"Brasil","BRL","2019 29",4.20858
"136",2019-07-15,"Brasil","BRL","2019 28",4.2355
"137",2019-07-08,"Brasil","BRL","2019 27",4.31532
"138",2019-07-01,"Brasil","BRL","2019 26",4.36214
"139",2019-06-24,"Brasil","BRL","2019 25",4.33932
"140",2019-06-17,"Brasil","BRL","2019 24",4.36404
"141",2019-06-10,"Brasil","BRL","2019 23",4.3664
"142",2019-06-03,"Brasil","BRL","2019 22",4.45766
"143",2019-05-27,"Brasil","BRL","2019 21",4.5238
"144",2019-05-20,"Brasil","BRL","2019 20",4.50276
"145",2019-05-13,"Brasil","BRL","2019 19",4.44842
"146",2019-05-06,"Brasil","BRL","2019 18",4.420175
"147",2019-04-29,"Brasil","BRL","2019 17",4.41222
"148",2019-04-18,"Brasil","BRL","2019 16",4.4058
"149",2019-04-15,"Brasil","BRL","2019 15",4.35724
"150",2019-04-08,"Brasil","BRL","2019 14",4.33062
"151",2019-04-01,"Brasil","BRL","2019 13",4.39564
"152",2019-03-25,"Brasil","BRL","2019 12",4.33212
"153",2019-03-18,"Brasil","BRL","2019 11",4.33068
"154",2019-03-11,"Brasil","BRL","2019 10",4.31138
"155",2019-03-04,"Brasil","BRL","2019 9",4.27086
"156",2019-02-25,"Brasil","BRL","2019 8",4.22496
"157",2019-02-18,"Brasil","BRL","2019 7",4.21888
"158",2019-02-11,"Brasil","BRL","2019 6",4.21044
"159",2019-02-04,"Brasil","BRL","2019 5",4.2284
"160",2019-01-28,"Brasil","BRL","2019 4",4.28688
"161",2019-01-21,"Brasil","BRL","2019 3",4.26148
"162",2019-01-14,"Brasil","BRL","2019 2",4.25776
"163",2019-01-07,"Brasil","BRL","2019 1",4.29805
"164",2018-12-31,"Brasil","BRL","2018 53",4.444
"165",2018-12-28,"Brasil","BRL","2018 52",4.45833333333333
"166",2018-12-21,"Brasil","BRL","2018 51",4.42822
"167",2018-12-14,"Brasil","BRL","2018 50",4.42068
"168",2018-12-07,"Brasil","BRL","2018 49",4.38858
"169",2018-11-30,"Brasil","BRL","2018 48",4.38216
"170",2018-11-23,"Brasil","BRL","2018 47",4.31322
"171",2018-11-16,"Brasil","BRL","2018 46",4.2607
"172",2018-11-09,"Brasil","BRL","2018 45",4.26618
"173",2018-11-02,"Brasil","BRL","2018 44",4.19478
"174",2018-10-26,"Brasil","BRL","2018 43",4.23364
"175",2018-10-19,"Brasil","BRL","2018 42",4.2884
"176",2018-10-12,"Brasil","BRL","2018 41",4.32304
"177",2018-10-05,"Brasil","BRL","2018 40",4.5388
"178",2018-09-28,"Brasil","BRL","2018 39",4.76328
"179",2018-09-21,"Brasil","BRL","2018 38",4.8463
"180",2018-09-14,"Brasil","BRL","2018 37",4.8028
"181",2018-09-07,"Brasil","BRL","2018 36",4.79298
"182",2018-08-31,"Brasil","BRL","2018 35",4.81556
"183",2018-08-24,"Brasil","BRL","2018 34",4.63408
"184",2018-08-17,"Brasil","BRL","2018 33",4.44382
"185",2018-08-10,"Brasil","BRL","2018 32",4.3443
"186",2018-08-03,"Brasil","BRL","2018 31",4.3696
"187",2018-07-27,"Brasil","BRL","2018 30",4.3808
"188",2018-07-20,"Brasil","BRL","2018 29",4.48826
"189",2018-07-13,"Brasil","BRL","2018 28",4.52844
"190",2018-07-06,"Brasil","BRL","2018 27",4.55604
"191",2018-06-29,"Brasil","BRL","2018 26",4.43886
"192",2018-06-22,"Brasil","BRL","2018 25",4.3493
"193",2018-06-15,"Brasil","BRL","2018 24",4.3634
"194",2018-06-08,"Brasil","BRL","2018 23",4.47528
"195",2018-06-01,"Brasil","BRL","2018 22",4.33574
"196",2018-05-25,"Brasil","BRL","2018 21",4.30544
"197",2018-05-18,"Brasil","BRL","2018 20",4.33554
"198",2018-05-11,"Brasil","BRL","2018 19",4.23592
"199",2018-05-04,"Brasil","BRL","2018 18",4.22595
"200",2018-04-27,"Brasil","BRL","2018 17",4.2217
"201",2018-04-20,"Brasil","BRL","2018 16",4.20644
"202",2018-04-13,"Brasil","BRL","2018 15",4.18688
"203",2018-04-06,"Brasil","BRL","2018 14",4.090525
"204",2018-03-29,"Brasil","BRL","2018 13",4.104625
"205",2018-03-23,"Brasil","BRL","2018 12",4.05842
"206",2018-03-16,"Brasil","BRL","2018 11",4.03032
"207",2018-03-09,"Brasil","BRL","2018 10",4.00956
"208",2018-03-02,"Brasil","BRL","2018 9",3.98278
"209",2018-02-23,"Brasil","BRL","2018 8",4.00688
"210",2018-02-16,"Brasil","BRL","2018 7",4.043
"211",2018-02-09,"Brasil","BRL","2018 6",4.01806
"212",2018-02-02,"Brasil","BRL","2018 5",3.94676
"213",2018-01-26,"Brasil","BRL","2018 4",3.9237
"214",2018-01-19,"Brasil","BRL","2018 3",3.9334
"215",2018-01-12,"Brasil","BRL","2018 2",3.8833
"216",2018-01-05,"Brasil","BRL","2018 1",3.921425
"217",2017-12-29,"Brasil","BRL","2017 52",3.94736666666667
"218",2017-12-22,"Brasil","BRL","2017 51",3.90224
"219",2017-12-15,"Brasil","BRL","2017 50",3.90624
"220",2017-12-08,"Brasil","BRL","2017 49",3.84404
"221",2017-12-01,"Brasil","BRL","2017 48",3.84558
"222",2017-11-24,"Brasil","BRL","2017 47",3.8333
"223",2017-11-17,"Brasil","BRL","2017 46",3.85154
"224",2017-11-10,"Brasil","BRL","2017 45",3.79008
"225",2017-11-03,"Brasil","BRL","2017 44",3.80116
"226",2017-10-27,"Brasil","BRL","2017 43",3.79942
"227",2017-10-20,"Brasil","BRL","2017 42",3.73882
"228",2017-10-13,"Brasil","BRL","2017 41",3.74464
"229",2017-10-06,"Brasil","BRL","2017 40",3.70136
"230",2017-09-29,"Brasil","BRL","2017 39",3.73806
"231",2017-09-22,"Brasil","BRL","2017 38",3.74048
"232",2017-09-15,"Brasil","BRL","2017 37",3.72694
"233",2017-09-08,"Brasil","BRL","2017 36",3.71896
"234",2017-09-01,"Brasil","BRL","2017 35",3.7655
"235",2017-08-25,"Brasil","BRL","2017 34",3.71232
"236",2017-08-18,"Brasil","BRL","2017 33",3.72714
"237",2017-08-11,"Brasil","BRL","2017 32",3.69982
"238",2017-08-04,"Brasil","BRL","2017 31",3.69134
"239",2017-07-28,"Brasil","BRL","2017 30",3.6791
"240",2017-07-21,"Brasil","BRL","2017 29",3.63766
"241",2017-07-14,"Brasil","BRL","2017 28",3.69758
"242",2017-07-07,"Brasil","BRL","2017 27",3.76022
"243",2017-06-30,"Brasil","BRL","2017 26",3.74366
"244",2017-06-23,"Brasil","BRL","2017 25",3.70574
"245",2017-06-16,"Brasil","BRL","2017 24",3.68304
"246",2017-06-09,"Brasil","BRL","2017 23",3.67598
"247",2017-06-02,"Brasil","BRL","2017 22",3.6395
"248",2017-05-26,"Brasil","BRL","2017 21",3.66916
"249",2017-05-19,"Brasil","BRL","2017 20",3.49884
"250",2017-05-12,"Brasil","BRL","2017 19",3.45312
"251",2017-05-05,"Brasil","BRL","2017 18",3.4687
"252",2017-04-28,"Brasil","BRL","2017 17",3.43716
"253",2017-04-21,"Brasil","BRL","2017 16",3.350375
"254",2017-04-13,"Brasil","BRL","2017 15",3.325575
"255",2017-04-07,"Brasil","BRL","2017 14",3.32528
"256",2017-03-31,"Brasil","BRL","2017 13",3.37896
"257",2017-03-24,"Brasil","BRL","2017 12",3.35056
"258",2017-03-17,"Brasil","BRL","2017 11",3.34678
"259",2017-03-10,"Brasil","BRL","2017 10",3.32302
"260",2017-03-03,"Brasil","BRL","2017 9",3.28522
"261",2017-02-24,"Brasil","BRL","2017 8",3.26222
"262",2017-02-17,"Brasil","BRL","2017 7",3.2775
"263",2017-02-10,"Brasil","BRL","2017 6",3.3303
"264",2017-02-03,"Brasil","BRL","2017 5",3.36142
"265",2017-01-27,"Brasil","BRL","2017 4",3.39714
"266",2017-01-20,"Brasil","BRL","2017 3",3.42004
"267",2017-01-13,"Brasil","BRL","2017 2",3.38248
"268",2017-01-06,"Brasil","BRL","2017 1",3.39224
"269",2016-12-30,"Brasil","BRL","2016 53",3.4305
"270",2016-12-29,"Brasil","BRL","2016 52",3.413775
"271",2016-12-22,"Brasil","BRL","2016 51",3.49126
"272",2016-12-15,"Brasil","BRL","2016 50",3.55266
"273",2016-12-08,"Brasil","BRL","2016 49",3.67692
"274",2016-12-01,"Brasil","BRL","2016 48",3.62054
"275",2016-11-24,"Brasil","BRL","2016 47",3.57964
"276",2016-11-17,"Brasil","BRL","2016 46",3.69416
"277",2016-11-10,"Brasil","BRL","2016 45",3.5637
"278",2016-11-03,"Brasil","BRL","2016 44",3.53206
"279",2016-10-27,"Brasil","BRL","2016 43",3.41476
"280",2016-10-20,"Brasil","BRL","2016 42",3.49812
"281",2016-10-13,"Brasil","BRL","2016 41",3.564
"282",2016-10-06,"Brasil","BRL","2016 40",3.6203
"283",2016-09-29,"Brasil","BRL","2016 39",3.62714
"284",2016-09-22,"Brasil","BRL","2016 38",3.63966
"285",2016-09-15,"Brasil","BRL","2016 37",3.69656
"286",2016-09-08,"Brasil","BRL","2016 36",3.62356
"287",2016-09-01,"Brasil","BRL","2016 35",3.62368
"288",2016-08-25,"Brasil","BRL","2016 34",3.63944
"289",2016-08-18,"Brasil","BRL","2016 33",3.58426
"290",2016-08-11,"Brasil","BRL","2016 32",3.51704
"291",2016-08-04,"Brasil","BRL","2016 31",3.63776
"292",2016-07-28,"Brasil","BRL","2016 30",3.60676
"293",2016-07-21,"Brasil","BRL","2016 29",3.59676
"294",2016-07-14,"Brasil","BRL","2016 28",3.6513
"295",2016-07-07,"Brasil","BRL","2016 27",3.64608
"296",2016-06-30,"Brasil","BRL","2016 26",3.6958
"297",2016-06-23,"Brasil","BRL","2016 25",3.83714
"298",2016-06-16,"Brasil","BRL","2016 24",3.89166
"299",2016-06-09,"Brasil","BRL","2016 23",3.93718
"300",2016-06-02,"Brasil","BRL","2016 22",4.01508
"301",2016-05-26,"Brasil","BRL","2016 21",3.97906
"302",2016-05-19,"Brasil","BRL","2016 20",3.98092
"303",2016-05-12,"Brasil","BRL","2016 19",3.98408
"304",2016-05-05,"Brasil","BRL","2016 18",4.03724
"305",2016-04-28,"Brasil","BRL","2016 17",4.00124
"306",2016-04-21,"Brasil","BRL","2016 16",3.99612
"307",2016-04-14,"Brasil","BRL","2016 15",4.03022
"308",2016-04-07,"Brasil","BRL","2016 14",4.13456
"309",2016-03-31,"Brasil","BRL","2016 13",4.10813333333333
"310",2016-03-24,"Brasil","BRL","2016 12",4.08266
"311",2016-03-17,"Brasil","BRL","2016 11",4.1103
"312",2016-03-10,"Brasil","BRL","2016 10",4.08424
"313",2016-03-03,"Brasil","BRL","2016 9",4.29482
"314",2016-02-25,"Brasil","BRL","2016 8",4.38998
"315",2016-02-18,"Brasil","BRL","2016 7",4.4776
"316",2016-02-11,"Brasil","BRL","2016 6",4.38068
"317",2016-02-04,"Brasil","BRL","2016 5",4.36272
"318",2016-01-28,"Brasil","BRL","2016 4",4.44014
"319",2016-01-21,"Brasil","BRL","2016 3",4.4323
"320",2016-01-14,"Brasil","BRL","2016 2",4.36238
"321",2016-01-07,"Brasil","BRL","2016 1",4.35945
"322",2021-11-22,"Czechia","CZK","2021 47",25.373
"323",2021-11-15,"Czechia","CZK","2021 46",25.217
"324",2021-11-08,"Czechia","CZK","2021 45",25.252
"325",2021-11-01,"Czechia","CZK","2021 44",25.634
"326",2021-10-25,"Czechia","CZK","2021 43",25.734
"327",2021-10-18,"Czechia","CZK","2021 42",25.453
"328",2021-10-11,"Czechia","CZK","2021 41",25.399
"329",2021-10-04,"Czechia","CZK","2021 40",25.32
"330",2021-09-27,"Czechia","CZK","2021 39",25.443
"331",2021-09-20,"Czechia","CZK","2021 38",25.432
"332",2021-09-13,"Czechia","CZK","2021 37",25.348
"333",2021-09-06,"Czechia","CZK","2021 36",25.401
"334",2021-08-30,"Czechia","CZK","2021 35",25.566
"335",2021-08-23,"Czechia","CZK","2021 34",25.514
"336",2021-08-16,"Czechia","CZK","2021 33",25.427
"337",2021-08-09,"Czechia","CZK","2021 32",25.391
"338",2021-08-02,"Czechia","CZK","2021 31",25.476
"339",2021-07-26,"Czechia","CZK","2021 30",25.629
"340",2021-07-19,"Czechia","CZK","2021 29",25.605
"341",2021-07-12,"Czechia","CZK","2021 28",25.723
"342",2021-07-05,"Czechia","CZK","2021 27",25.586
"343",2021-06-28,"Czechia","CZK","2021 26",25.499
"344",2021-06-21,"Czechia","CZK","2021 25",25.569
"345",2021-06-14,"Czechia","CZK","2021 24",25.422
"346",2021-06-07,"Czechia","CZK","2021 23",25.4
"347",2021-05-31,"Czechia","CZK","2021 22",25.454
"348",2021-05-24,"Czechia","CZK","2021 21",25.424
"349",2021-05-17,"Czechia","CZK","2021 20",25.498
"350",2021-05-10,"Czechia","CZK","2021 19",25.591
"351",2021-05-03,"Czechia","CZK","2021 18",25.773
"352",2021-04-26,"Czechia","CZK","2021 17",25.807
"353",2021-04-19,"Czechia","CZK","2021 16",25.903
"354",2021-04-12,"Czechia","CZK","2021 15",26.031
"355",2021-03-29,"Czechia","CZK","2021 13",26.079
"356",2021-03-22,"Czechia","CZK","2021 12",26.075
"357",2021-03-15,"Czechia","CZK","2021 11",26.193
"358",2021-03-08,"Czechia","CZK","2021 10",26.417
"359",2021-03-01,"Czechia","CZK","2021 9",26.087
"360",2021-02-22,"Czechia","CZK","2021 8",25.954
"361",2021-02-15,"Czechia","CZK","2021 7",25.682
"362",2021-02-08,"Czechia","CZK","2021 6",25.739
"363",2021-02-01,"Czechia","CZK","2021 5",25.975
"364",2021-01-25,"Czechia","CZK","2021 4",26.08
"365",2021-01-18,"Czechia","CZK","2021 3",26.185
"366",2021-01-11,"Czechia","CZK","2021 2",26.239
"367",2020-12-21,"Czechia","CZK","2020 51",26.275
"368",2020-12-14,"Czechia","CZK","2020 50",26.317
"369",2020-12-07,"Czechia","CZK","2020 49",26.482
"370",2020-11-30,"Czechia","CZK","2020 48",26.192
"371",2020-11-23,"Czechia","CZK","2020 47",26.311
"372",2020-11-16,"Czechia","CZK","2020 46",26.353
"373",2020-11-09,"Czechia","CZK","2020 45",26.475
"374",2020-11-02,"Czechia","CZK","2020 44",27.131
"375",2020-10-26,"Czechia","CZK","2020 43",27.295
"376",2020-10-19,"Czechia","CZK","2020 42",27.346
"377",2020-10-12,"Czechia","CZK","2020 41",27.177
"378",2020-10-05,"Czechia","CZK","2020 40",27.096
"379",2020-09-28,"Czechia","CZK","2020 39",27.133
"380",2020-09-21,"Czechia","CZK","2020 38",26.98
"381",2020-09-14,"Czechia","CZK","2020 37",26.66
"382",2020-09-07,"Czechia","CZK","2020 36",26.468
"383",2020-08-31,"Czechia","CZK","2020 35",26.208
"384",2020-08-24,"Czechia","CZK","2020 34",26.091
"385",2020-08-17,"Czechia","CZK","2020 33",26.14
"386",2020-08-10,"Czechia","CZK","2020 32",26.183
"387",2020-08-03,"Czechia","CZK","2020 31",26.319
"388",2020-07-27,"Czechia","CZK","2020 30",26.193
"389",2020-07-20,"Czechia","CZK","2020 29",26.598
"390",2020-07-13,"Czechia","CZK","2020 28",26.648
"391",2020-07-06,"Czechia","CZK","2020 27",26.705
"392",2020-06-29,"Czechia","CZK","2020 26",26.848
"393",2020-06-22,"Czechia","CZK","2020 25",26.681
"394",2020-06-15,"Czechia","CZK","2020 24",26.683
"395",2020-06-08,"Czechia","CZK","2020 23",26.585
"396",2020-06-01,"Czechia","CZK","2020 22",26.859
"397",2020-05-25,"Czechia","CZK","2020 21",27.275
"398",2020-05-18,"Czechia","CZK","2020 20",27.61
"399",2020-05-11,"Czechia","CZK","2020 19",27.6
"400",2020-05-04,"Czechia","CZK","2020 18",27.119
"401",2020-04-27,"Czechia","CZK","2020 17",27.184
"402",2020-04-20,"Czechia","CZK","2020 16",27.328
"403",2020-04-06,"Czechia","CZK","2020 14",27.603
"404",2020-03-30,"Czechia","CZK","2020 13",27.315
"405",2020-03-23,"Czechia","CZK","2020 12",27.635
"406",2020-03-16,"Czechia","CZK","2020 11",26.96
"407",2020-03-09,"Czechia","CZK","2020 10",25.504
"408",2020-03-02,"Czechia","CZK","2020 9",25.525
"409",2020-02-24,"Czechia","CZK","2020 8",25.186
"410",2020-02-17,"Czechia","CZK","2020 7",24.793
"411",2020-02-10,"Czechia","CZK","2020 6",25.026
"412",2020-02-03,"Czechia","CZK","2020 5",25.177
"413",2020-01-27,"Czechia","CZK","2020 4",25.231
"414",2020-01-20,"Czechia","CZK","2020 3",25.125
"415",2020-01-13,"Czechia","CZK","2020 2",25.23
"416",2020-01-06,"Czechia","CZK","2020 1",25.301
"417",2019-12-16,"Czechia","CZK","2019 50",25.483
"418",2019-12-09,"Czechia","CZK","2019 49",25.528
"419",2019-12-02,"Czechia","CZK","2019 48",25.534
"420",2019-11-25,"Czechia","CZK","2019 47",25.485
"421",2019-11-18,"Czechia","CZK","2019 46",25.593
"422",2019-11-11,"Czechia","CZK","2019 45",25.51
"423",2019-11-04,"Czechia","CZK","2019 44",25.511
"424",2019-10-28,"Czechia","CZK","2019 43",25.48
"425",2019-10-21,"Czechia","CZK","2019 42",25.63
"426",2019-10-14,"Czechia","CZK","2019 41",25.823
"427",2019-10-07,"Czechia","CZK","2019 40",25.781
"428",2019-09-30,"Czechia","CZK","2019 39",25.816
"429",2019-09-23,"Czechia","CZK","2019 38",25.89
"430",2019-09-16,"Czechia","CZK","2019 37",25.882
"431",2019-09-09,"Czechia","CZK","2019 36",25.855
"432",2019-09-02,"Czechia","CZK","2019 35",25.919
"433",2019-08-26,"Czechia","CZK","2019 34",25.792
"434",2019-08-19,"Czechia","CZK","2019 33",25.78
"435",2019-08-12,"Czechia","CZK","2019 32",25.831
"436",2019-08-05,"Czechia","CZK","2019 31",25.776
"437",2019-07-29,"Czechia","CZK","2019 30",25.613
"438",2019-07-22,"Czechia","CZK","2019 29",25.534
"439",2019-07-15,"Czechia","CZK","2019 28",25.569
"440",2019-07-08,"Czechia","CZK","2019 27",25.509
"441",2019-07-01,"Czechia","CZK","2019 26",25.478
"442",2019-06-24,"Czechia","CZK","2019 25",25.601
"443",2019-06-17,"Czechia","CZK","2019 24",25.56
"444",2019-06-10,"Czechia","CZK","2019 23",25.626
"445",2019-06-03,"Czechia","CZK","2019 22",25.832
"446",2019-05-27,"Czechia","CZK","2019 21",25.834
"447",2019-05-20,"Czechia","CZK","2019 20",25.766
"448",2019-05-13,"Czechia","CZK","2019 19",25.776
"449",2019-05-06,"Czechia","CZK","2019 18",25.715
"450",2019-04-29,"Czechia","CZK","2019 17",25.682
"451",2019-04-15,"Czechia","CZK","2019 15",25.625
"452",2019-04-08,"Czechia","CZK","2019 14",25.634
"453",2019-04-01,"Czechia","CZK","2019 13",25.791
"454",2019-03-25,"Czechia","CZK","2019 12",25.759
"455",2019-03-18,"Czechia","CZK","2019 11",25.616
"456",2019-03-11,"Czechia","CZK","2019 10",25.656
"457",2019-03-04,"Czechia","CZK","2019 9",25.621
"458",2019-02-25,"Czechia","CZK","2019 8",25.653
"459",2019-02-18,"Czechia","CZK","2019 7",25.715
"460",2019-02-11,"Czechia","CZK","2019 6",25.836
"461",2019-02-04,"Czechia","CZK","2019 5",25.728
"462",2019-01-28,"Czechia","CZK","2019 4",25.726
"463",2019-01-21,"Czechia","CZK","2019 3",25.593
"464",2019-01-14,"Czechia","CZK","2019 2",25.561
"465",2019-01-07,"Czechia","CZK","2019 1",25.572
"466",2018-12-17,"Czechia","CZK","2018 51",25.801
"467",2018-12-10,"Czechia","CZK","2018 50",25.866
"468",2018-12-03,"Czechia","CZK","2018 49",25.921
"469",2018-11-26,"Czechia","CZK","2018 48",25.918
"470",2018-11-19,"Czechia","CZK","2018 47",26.013
