location,country,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,latitude,longitude,vegetables,fruits
panama city,unknown,2021-02-13,1613192400,32.1,22.9,27,34.5,22.9,28.1,21.1,72.33,0,,0,,,,,21.5,277.1,1012.4,53.8,10.3,,,0,06:37:21,1613216241,18:27:28,1613258848,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-14,1613278800,33.1,23,27.3,37.3,23,29.1,22,74.16,0,,0,,,,,24.6,314.7,1009.8,59,10.9,,,0,06:37:05,1613302625,18:27:39,1613345259,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"ZCDD6"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-15,1613365200,32,23.8,27.3,36.9,23.8,29.5,22.9,77.73,0,,0,,,,,27.6,318.4,1013.1,62.2,10.3,,,0,06:36:49,1613389009,18:27:49,1613431669,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-16,1613451600,32.1,24.9,27.7,38.2,24.9,30.3,23.8,80.24,0,,0,,,,,23.9,306,1012.2,64.6,10,,,0,06:36:32,1613475392,18:27:59,1613518079,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"ZCDD6"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-17,1613538000,32.9,24,27.7,35.5,24,29,21.7,71.79,0,,0,,,,,22.5,319.1,1011.3,55.5,10.2,,,0,06:36:14,1613561774,18:28:08,1613604488,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-18,1613624400,32.1,22.9,27.1,36,22.9,28.8,21.8,74.09,0,,0,,,,,21.9,301.8,1017.3,56.2,10.2,,,0,06:35:55,1613648155,18:28:16,1613690896,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-19,1613710800,31.5,22,26,36.8,22,27.2,22.5,81.95,0,,0,,,,,19.7,283.6,1020,61.3,10,,,0,06:35:35,1613734535,18:28:24,1613777304,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-20,1613797200,30.1,23.5,25.4,33.7,23.5,26,22.7,85.19,0,,0,,,,,18.4,267.7,1016.5,64.5,9.9,,,0,06:35:15,1613820915,18:28:32,1613863712,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"c(""""MPPA"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCDD6"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-21,1613883600,32.1,15.3,26.4,34.9,15.3,27.5,20.8,73,0,,0,,,,,23.9,252.1,1018.6,48.9,10.4,,,0,06:34:54,1613907294,18:28:38,1613950118,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""PBGJ"""", """"MPPA"""", """"78792099999"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-22,1613970000,32.1,22.9,27,34.2,22.9,28,20.7,70.36,0,,0,,,,,31.9,267.2,1021.2,59,10.2,,,0,06:34:32,1613993672,18:28:45,1614036525,0.38,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-23,1614056400,32.2,22.9,27.1,35.8,22.9,28.4,20.8,69.4,0,,0,,,,,27.7,334.4,1014.5,63,11.3,,,0,06:34:09,1614080049,18:28:50,1614122930,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-24,1614142800,32.3,24.9,27.8,36.1,24.9,29.4,21.6,70.08,0,,0,,,,,32.6,332.6,1014.2,62.5,10.5,,,0,06:33:46,1614166426,18:28:55,1614209335,0.45,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-25,1614229200,31.9,26,28.4,35.6,26,30.8,22,69.27,0,,0,,,,46.4,31.6,296.4,1013,63,9.8,,,0,06:33:22,1614252802,18:29:00,1614295740,0.48,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"ZCDD6"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-26,1614315600,33.1,24,27.9,36.6,24,29.6,21.9,71.11,0,,0,,,,,29.5,272.6,1013.4,49,11.3,,,0,06:32:58,1614339178,18:29:04,1614382144,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-27,1614402000,32.1,19.3,27.6,36.1,19.3,29.2,21.5,70.73,0,,0,,,,51.8,20.3,275.6,1011.9,46.1,9.7,,,0,06:32:33,1614425553,18:29:08,1614468548,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-02-28,1614488400,33,24.9,28.1,35.4,24.9,29.2,21.2,67.67,0,,0,,,,42.5,29.5,304.1,1011.6,53.5,10,,,0,06:32:07,1614511927,18:29:11,1614554951,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-01,1614574800,33.2,24,27.9,37.3,24,29.6,21.5,69.31,0,,0,,,,,21,316.6,1008.4,54.9,10.7,,,0,06:31:41,1614598301,18:29:13,1614641353,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-02,1614661200,32.2,23.9,27.5,34.6,23.9,28.5,20.7,68.14,0,,0,,,,50,29.7,323.7,1009.6,53.4,10.5,,,0,06:31:14,1614684674,18:29:16,1614727756,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-03,1614747600,32.2,22.9,27.1,34.5,22.9,27.9,19.7,65.53,0,,0,,,,,22.4,278.3,1011.3,60,10.7,,,0,06:30:47,1614771047,18:29:17,1614814157,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-04,1614834000,32.2,22.9,27.3,35.2,22.9,28.3,20.4,67.91,0,,0,,,,38.9,31.6,269.8,1011.9,58.7,11,,,0,06:30:19,1614857419,18:29:19,1614900559,0.67,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-05,1614920400,31.9,22.9,26.6,33.9,22.9,27.4,20,68.46,0,,0,,,,,28.6,288.1,1010.9,59.8,10.7,,,0,06:29:50,1614943790,18:29:20,1614986960,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-06,1615006800,32.2,21.9,26.6,33.8,21.9,27.5,20,68.85,0,,0,,,,,24.2,315.3,1010.7,61.1,11.1,,,0,06:29:22,1615030162,18:29:20,1615073360,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-07,1615093200,30.1,23.8,26.7,34.4,23.8,28.1,22,76.04,0,,0,,,,,34.1,327.3,1011.7,62.7,10.3,,,0,06:28:53,1615116533,18:29:21,1615159761,0.83,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-08,1615179600,28.1,18.2,25.6,31.5,18.2,26.3,22.5,83.11,0,,0,,,,,21.7,291.2,1013.6,83.3,10.1,,,0,06:28:23,1615202903,18:29:20,1615246160,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"H3VS"""", """"MPMG"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-09,1615266000,33.1,24,27.9,36.2,24,29.1,21.3,69.25,0,,0,,,,51.8,25.4,210.4,1011.5,58.3,10.2,,,0,06:27:53,1615289273,18:29:20,1615332560,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-10,1615352400,31.2,24.9,27.5,34.1,24.9,28.7,21.2,69.91,0,,0,,,,,24,245.5,1011.1,66.5,10.1,,,0,06:27:23,1615375643,18:29:19,1615418959,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-11,1615438800,33,21.3,27.6,33.9,21.3,28.4,20.1,65.62,0,,0,,,,,24.9,318.6,1012.2,56,10,,,0,06:26:52,1615462012,18:29:18,1615505358,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-12,1615525200,29.8,23,26.2,33,23,27.5,21.4,75.4,0,,0,,,,,14.6,277.3,1012.9,68.1,9.9,,,0,06:26:21,1615548381,18:29:17,1615591757,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-13,1615611600,32.9,21,27.3,35.2,21,28.4,20.6,68.45,0,,0,,,,,24.7,268.5,1012.5,60,10,,,0,06:25:50,1615634750,18:29:15,1615678155,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-14,1615698000,31.9,23.9,27.1,34.2,23.9,28.2,20.7,69.3,0,,0,,,,,23.8,233.8,1012.2,61,10.1,,,0,06:25:18,1615721118,18:29:14,1615764554,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"ZCDD6"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-15,1615784400,31.1,22.8,26.5,33.4,22.8,27.4,21,73.09,0,,0,,,,,20.2,285.6,1011.5,61.8,10,,,0,06:24:46,1615807486,18:29:12,1615850952,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"ZCDD6"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-16,1615870800,32.2,23.8,27.4,36,23.8,29,21.8,72.45,0,,0,,,,,25.3,317.7,1010.4,66.4,10.2,,,0,06:24:14,1615893854,18:29:09,1615937349,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"VRED4"""", """"78384299999"""", """"ZCDD6"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-17,1615957200,33.1,24,27.7,39.4,24,30,22.8,75.75,0,,0,,,,,24.5,303.2,1010.2,59.7,10,,,0,06:23:42,1615980222,18:29:07,1616023747,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"VRED4"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-18,1616043600,30,24.8,26.9,34.4,24.8,28.8,23.5,81.97,0,,0,,,,,13.5,252.1,1010.5,67.8,10.2,,,0,06:23:10,1616066590,18:29:05,1616110145,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"ZCDD6"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-19,1616130000,30.1,23.9,26.4,35.4,23.9,28.1,23.3,83.79,0,,0,,,,,14.1,166.2,1010.4,62.6,9.8,,,0,06:22:37,1616152957,18:29:02,1616196542,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-20,1616216400,32.2,23.9,27.2,35.9,23.9,28.7,21.8,73.63,0,,0,,,,,22.9,244.3,1010.9,61.9,9.8,,,0,06:22:04,1616239324,18:28:59,1616282939,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-21,1616302800,32.1,23.9,27.1,36.9,23.9,28.6,21.8,73.48,0,,0,,,,,24.1,291.2,1010.6,67.4,10,,,0,06:21:32,1616325692,18:28:56,1616369336,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-22,1616389200,31.9,23.9,27.4,34.2,23.9,28.5,21.1,69.99,0,,0,,,,,25.4,289.3,1010.9,59.6,10,,,0,06:20:59,1616412059,18:28:53,1616455733,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-23,1616475600,32,23,27,35.9,23,28.4,21.4,73.04,0,,0,,,,,19.9,272.3,1011.1,62.3,9.9,,,0,06:20:26,1616498426,18:28:50,1616542130,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-24,1616562000,32,17.6,27.1,36,17.6,28.7,21.6,73.36,0,,0,,,,,17,202.2,1010.6,59.7,10.2,,,0,06:19:53,1616584793,18:28:47,1616628527,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-25,1616648400,33.8,23,28.1,38.1,23,30.3,22.2,72.13,0,,0,,,,,21.9,266.8,1010.4,57.1,10.1,,,0,06:19:20,1616671160,18:28:44,1616714924,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"H3VS"""", """"MPMG"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-26,1616734800,33,24.9,28.3,37.2,24.9,30.6,22.6,72.02,0,,0,,,,,27.2,324.2,1010.2,63.5,10.1,,,0,06:18:47,1616757527,18:28:40,1616801320,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-27,1616821200,33.2,20.5,28.1,36.5,20.5,29.5,21.3,68.25,0,,0,,,,,31,285.4,1010.1,56.3,10,,,0,06:18:14,1616843894,18:28:37,1616887717,0.49,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-28,1616907600,33.2,24.8,28.3,37.3,24.8,29.9,21.7,69.23,0,,0,,,,,24.2,316.8,1008.5,55.2,10.1,,,0,06:17:41,1616930261,18:28:34,1616974114,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-29,1616994000,33,24.8,28.3,38.1,24.8,30.6,22.6,72.39,0,,0,,,,,28.7,259.5,1008.1,61.7,10.1,,,0,06:17:08,1617016628,18:28:31,1617060511,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"PBGJ"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-30,1617080400,33,25,28.4,39.4,25,31.6,23.5,75.47,0,,0,,,,,22.5,261.9,1007.7,54.2,9.7,,,0,06:16:35,1617102995,18:28:28,1617146908,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-03-31,1617166800,34,26,29.2,40.4,26,32.9,23.7,73.6,0,,0,,,,,19.1,263.1,1007,61.8,10.1,,,0,06:16:02,1617189362,18:28:25,1617233305,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-01,1617253200,33.1,25.9,28.7,38.4,25.9,31.8,23.2,73.06,0,,0,,,,42.5,26.7,309.5,1006.7,62.4,9.7,,,0,06:15:30,1617275730,18:28:22,1617319702,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-02,1617339600,32.1,24.9,28.1,36.2,24.9,30.1,22.6,73.03,0,,0,,,,46.4,32.3,210.8,1008.1,65,10.3,,,0,06:14:57,1617362097,18:28:19,1617406099,0.65,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-03,1617426000,31.2,24.9,27.8,35.4,24.9,29.7,22.3,72.82,0,,0,,,,,32.9,307.2,1010,68.6,10.3,,,0,06:14:25,1617448465,18:28:16,1617492496,0.7,Partially cloudy,Partly cloudy throughout the day.,wind,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-04,1617512400,32.1,23.9,26.9,38.2,23.9,28.5,23.1,80.39,0,,0,,,,,27.5,277.7,1009.1,70,10,,,0,06:13:53,1617534833,18:28:13,1617578893,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-05,1617598800,31.1,19.1,27.1,34,19.1,28.4,21.6,72.67,0,,0,,,,,25.7,304.8,1009.5,64.2,9.9,,,0,06:13:21,1617621201,18:28:11,1617665291,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-06,1617685200,32.6,24.8,27.6,39.9,24.8,29.5,22.9,76.93,0,,0,,,,,28.1,310.2,1009.4,70.3,10.5,,,0,06:12:50,1617707570,18:28:09,1617751689,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-07,1617771600,31,20.7,27.4,36.4,20.7,30,23.4,79.03,0,,0,,,,,19.6,282.5,1009.5,59.7,9.8,,,0,06:12:19,1617793939,18:28:06,1617838086,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-08,1617858000,30,24.9,27.4,35.2,24.9,29.8,23.7,80.77,0,,0,,,,,17.6,214.8,1009.4,83.3,9.7,,,0,06:11:47,1617880307,18:28:05,1617924485,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-09,1617944400,30.8,23.9,26,36.5,23.9,27.2,23.4,86.24,0,,0,,,,44.6,14.7,193.8,1010.6,75.5,9.4,,,0,06:11:17,1617966677,18:28:03,1618010883,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"PBGJ"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
panama city,unknown,2021-04-10,1618030800,29.9,23,26.5,35.2,23,28.3,22.8,80.76,0,,0,,,,,13,185,1009.8,51.3,10.2,,,0,06:10:46,1618053046,18:28:01,1618097281,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"c(""""78792099999"""", """"MPPA"""", """"78795599999"""", """"MPMG"""", """"H3VS"""", """"MPTO"""", """"ZCBU5"""", """"78384299999"""", """"V7DR9"""")",obs,8.95242,-79.5354,0,1
