"","0","1","2","3","4","5","6","year","week"
"691","Deutschland","Adretta","36 / 48","","","","","2019","41"
"692","Deutschland","Afra","48 / 56","","28 / 34","","","2019","41"
"693","Deutschland","Agria","","40 / 48","","","34 / 38","2019","41"
"694","Deutschland","Allians","","","28 / 34","46 / 62","","2019","41"
"695","Deutschland","Anais","","36 / 44","","","","2019","41"
"696","Deutschland","Annabelle","40 / 84","40 / 52","30 / 40","38 / 60","36 / 52","2019","41"
"697","Deutschland","Belana","48 / 56","44 / 52","28 / 34","38 / 54","","2019","41"
"698","Deutschland","Berber","36 / 48","","28 /34","","","2019","41"
"699","Deutschland","Bintje","","","","","36 / 40","2019","41"
"700","Deutschland","Cilena","40 / 56","","","44 / 58","","2019","41"
"701","Deutschland","Colombo","","44 / 48","","","","2019","41"
"702","Deutschland","Désirée","","","","","34 / 38","2019","41"
"703","Deutschland","Gala","","48","","","","2019","41"
"704","Deutschland","Goldmarie","","48 / 56","","","","2019","41"
"705","Deutschland","Krone","","36 / 44","","","","2019","41"
"706","Deutschland","Laura","44 / 56","44 / 48","32/40","","","2019","41"
"707","Deutschland","Leyla","68 / 76","44 / 48","28 /34","44 / 58","","2019","41"
"708","Deutschland","Lilly","","44 / 48","","","","2019","41"
"709","Deutschland","Linda","32 / 48","","28 /34","","","2019","41"
"710","Deutschland","Madeira","48 / 56","","","","","2019","41"
"711","Deutschland","Marabel","","38 / 44","","46 / 60","36 / 38","2019","41"
"712","Deutschland","Melody","","","","44 / 58","","2019","41"
"713","Deutschland","Nicola","","","","","36 / 38","2019","41"
"714","Deutschland","Princess","36 / 48","","","","","2019","41"
"715","Deutschland","Sieglinde","76 / 84","72","60 / 64","","60 / 64","2019","41"
"716","Deutschland","Sunita","36 / 48","48","","","36 / 38","2019","41"
"717","Deutschland","Sunshine","","","","","36 / 38","2019","41"
"718","Frankreich","Agata","80 / 93","104 / 112","67","","","2019","41"
"719","Frankreich","Charlotte","128 / 152","","","","","2019","41"
"720","Frankreich","Cherie","112 / 128","","","","","2019","41"
"721","Frankreich","Santé","100 / 113","","","","","2019","41"
"722","Italien","Agata","","96","","","","2019","41"
"723","Italien","Spunta","","80","","","","2019","41"
"724","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","42"
"725","Deutschland","Afra","48 / 56","","28 / 34","","","2019","42"
"726","Deutschland","Agria","","40 / 48","","","34 / 38","2019","42"
"727","Deutschland","Allians","","","28 / 34","46 / 62","","2019","42"
"728","Deutschland","Anais","","36 / 44","","","","2019","42"
"729","Deutschland","Annabelle","40 / 84","40 / 52","30 / 40","38 / 60","36 / 52","2019","42"
"730","Deutschland","Belana","48 / 56","44 / 48","28 / 34","38 / 54","","2019","42"
"731","Deutschland","Berber","36 / 48","","28 / 34","","","2019","42"
"732","Deutschland","Bintje","","","","","36 / 40","2019","42"
"733","Deutschland","Cilena","40 / 56","","","44 / 58","","2019","42"
"734","Deutschland","Colombo","","44 / 48","","","","2019","42"
"735","Deutschland","Désirée","","","","","34 / 38","2019","42"
"736","Deutschland","Gala","","48","","","","2019","42"
"737","Deutschland","Goldmarie","","48 / 56","","","","2019","42"
"738","Deutschland","Krone","","36 /44","","","","2019","42"
"739","Deutschland","Laura","44 / 56","44 /48","28 / 40","","","2019","42"
"740","Deutschland","Leyla","68 / 76","44 / 48","28 / 34","44 / 58","","2019","42"
"741","Deutschland","Lilly","","44 /48","","","","2019","42"
"742","Deutschland","Linda","32 / 48","","28 / 34","","","2019","42"
"743","Deutschland","Madeira","48 / 56","","","","","2019","42"
"744","Deutschland","Marabel","","38 / 44","","46 / 60","36 / 38","2019","42"
"745","Deutschland","Melody","","","","44 / 58","","2019","42"
"746","Deutschland","Nicola","","","","","36 / 38","2019","42"
"747","Deutschland","Princess","32 / 40","","","","","2019","42"
"748","Deutschland","Sieglinde","76 / 84","72","60 / 64","","60 / 64","2019","42"
"749","Deutschland","Sunita","36 / 48","48","","","36 / 38","2019","42"
"750","Deutschland","Sunshine","","","","","36 / 38","2019","42"
"751","Frankreich","Agata","73 / 87","104 / 112","67","","","2019","42"
"752","Frankreich","Charlotte","104 / 128","","","","","2019","42"
"753","Frankreich","Cherie","96 / 128","","","","","2019","42"
"754","Frankreich","Santé","93 / 107","","","","","2019","42"
"755","Italien","Agata","","96","","","","2019","42"
"756","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","44"
"757","Deutschland","Afra","48 / 56","","28 / 34","","","2019","44"
"758","Deutschland","Agria","","40","","","34 / 38","2019","44"
"759","Deutschland","Allians","","","28 / 34","46 / 58","","2019","44"
"760","Deutschland","Anais","","36 / 44","","","","2019","44"
"761","Deutschland","Annabelle","40 / 84","40 / 52","30 / 36","38 /58","34 / 44","2019","44"
"762","Deutschland","Belana","48 / 56","40 / 50","28 / 36","38 / 52","","2019","44"
"763","Deutschland","Berber","","","28 / 34","","","2019","44"
"764","Deutschland","Bintje","","","","","34 / 40","2019","44"
"765","Deutschland","Cilena","38 / 56","","","44 / 56","","2019","44"
"766","Deutschland","Désirée","","","","","34 / 36","2019","44"
"767","Deutschland","Gala","","48","","","","2019","44"
"768","Deutschland","Goldmarie","","48 / 56","","","","2019","44"
"769","Deutschland","Krone","","36 / 44","","","","2019","44"
"770","Deutschland","Laura","38 / 56","40 / 48","30 / 40","","","2019","44"
"771","Deutschland","Leyla","68 / 76","40 / 48","28 / 34","44/56","","2019","44"
"772","Deutschland","Lilly","","40 / 48","","","","2019","44"
"773","Deutschland","Linda","32 / 48","","28 / 34","","","2019","44"
"774","Deutschland","Madeira","48 / 56","","","","","2019","44"
"775","Deutschland","Marabel","","36 / 44","","46 / 58","34 / 36","2019","44"
"776","Deutschland","Melody","","","","44 / 56","","2019","44"
"777","Deutschland","Nicola","","","","","34 / 38","2019","44"
"778","Deutschland","Princess","32 / 40","","","","","2019","44"
"779","Deutschland","Sieglinde","76 / 84","72","60 / 64","","60 / 64","2019","44"
"780","Deutschland","Sunita","36 / 48","48","","","36 / 38","2019","44"
"781","Deutschland","Sunshine","","","","","36 / 38","2019","44"
"782","Frankreich","Agata","73 / 87","104 / 112","67","","","2019","44"
"783","Frankreich","Charlotte","104 / 128","","","","","2019","44"
"784","Frankreich","Cherie","96 / 128","","","","","2019","44"
"785","Frankreich","Santé","93 / 107","","","","","2019","44"
"786","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","45"
"787","Deutschland","Afra","48 / 56","","28 / 34","","","2019","45"
"788","Deutschland","Agria","","40","","","34 / 38","2019","45"
"789","Deutschland","Allians","","","28 / 34","46 / 52","","2019","45"
"790","Deutschland","Anais","","36 / 40","","","","2019","45"
"791","Deutschland","Annabelle","40 / 84","40 / 52","30 / 36","38 / 56","34 / 44","2019","45"
"792","Deutschland","Belana","48 / 56","40 / 50","28 / 36","38 / 48","","2019","45"
"793","Deutschland","Berber","36 / 48","","28 / 34","","","2019","45"
"794","Deutschland","Bintje","","","","","34 / 40","2019","45"
"795","Deutschland","Cilena","44 / 56","","","44 / 52","","2019","45"
"796","Deutschland","Désirée","","","","","34 / 36","2019","45"
"797","Deutschland","Gala","","48","","","","2019","45"
"798","Deutschland","Goldmarie","","48 / 52","","","","2019","45"
"799","Deutschland","Krone","","36 / 40","","","","2019","45"
"800","Deutschland","Laura","44 / 56","40 / 48","28 / 40","","","2019","45"
"801","Deutschland","Leyla","68 / 76","40 / 48","28 / 34","44 /52","","2019","45"
"802","Deutschland","Lilly","","40 / 48","","","","2019","45"
"803","Deutschland","Linda","32 / 48","","28 / 34","","","2019","45"
"804","Deutschland","Madeira","48 / 56","","","","","2019","45"
"805","Deutschland","Marabel","","36 / 44","","46 /52","34 / 36","2019","45"
"806","Deutschland","Melody","","","","44 / 50","","2019","45"
"807","Deutschland","Nicola","","","","","34 / 38","2019","45"
"808","Deutschland","Princess","32 / 40","","","","","2019","45"
"809","Deutschland","Sieglinde","76 / 84","72","60 / 64","","60 / 64","2019","45"
"810","Deutschland","Sunita","36 / 48","48","","","36 / 38","2019","45"
"811","Deutschland","Sunshine","","","","","36 / 38","2019","45"
"812","Frankreich","Agata","73 / 87","104/112","67","","","2019","45"
"813","Frankreich","Charlotte","104 / 128","","","","","2019","45"
"814","Frankreich","Cherie","96 / 128","","","","","2019","45"
"815","Frankreich","Santé","93 / 107","","","","","2019","45"
"816","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","46"
"817","Deutschland","Afra","48 / 56","","","","","2019","46"
"818","Deutschland","Agria","","38","","","34 / 38","2019","46"
"819","Deutschland","Allians","","","30 / 34","46 / 52","","2019","46"
"820","Deutschland","Anais","","36 / 40","","","","2019","46"
"821","Deutschland","Annabelle","40 / 84","40 / 52","30 / 36","38 / 56","34/44","2019","46"
"822","Deutschland","Belana","48 / 56","40 / 50","28 / 36","38 / 48","","2019","46"
"823","Deutschland","Berber","36 / 48","","","","","2019","46"
"824","Deutschland","Bintje","","","","","34/36","2019","46"
"825","Deutschland","Cilena","44 / 52","","","44 / 52","","2019","46"
"826","Deutschland","Colombo","","44","","","","2019","46"
"827","Deutschland","Désirée","","","","","34/36","2019","46"
"828","Deutschland","Gala","","48","","","","2019","46"
"829","Deutschland","Goldmarie","","48 / 52","","","","2019","46"
"830","Deutschland","Krone","","36 /40","","","","2019","46"
"831","Deutschland","Laura","44 / 56","40 /44","30 / 40","","","2019","46"
"832","Deutschland","Leyla","68 /76","40 / 44","30 / 34","44 / 52","","2019","46"
"833","Deutschland","Lilly","","40 /44","","","","2019","46"
"834","Deutschland","Linda","32 / 48","","30 / 34","","","2019","46"
"835","Deutschland","Madeira","48 / 56","","","","","2019","46"
"836","Deutschland","Marabel","","36 / 44","","46 / 52","34 / 36","2019","46"
"837","Deutschland","Melody","","","","44 / 50","","2019","46"
"838","Deutschland","Nicola","","","","","34 / 38","2019","46"
"839","Deutschland","Regina","","56","","","","2019","46"
"840","Deutschland","Sieglinde","76 / 84","72","","","60 / 64","2019","46"
"841","Deutschland","Sunita","36 /48","48","","","36 / 38","2019","46"
"842","Deutschland","Sunshine","","","","","36 / 38","2019","46"
"843","Frankreich","Agata","73 / 87","104 / 112","67","","","2019","46"
"844","Frankreich","Charlotte","104 / 128","","","","","2019","46"
"845","Frankreich","Cherie","96 / 128","","","","","2019","46"
"846","Frankreich","Sanira","93 / 100","","","","","2019","46"
"847","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","47"
"848","Deutschland","Afra","48 / 56","","28 / 32","","","2019","47"
"849","Deutschland","Agria","","36 / 40","","","34 / 38","2019","47"
"850","Deutschland","Alegria","","36 / 40","","","","2019","47"
"851","Deutschland","Allians","","","28 / 34","46 / 50","","2019","47"
"852","Deutschland","Anais","","36 / 40","","","","2019","47"
"853","Deutschland","Annabelle","40 / 84","40 / 52","30 / 36","38 / 56","34/44","2019","47"
"854","Deutschland","Belana","48 / 56","40 / 50","30 / 35","38 / 48","","2019","47"
"855","Deutschland","Berber","36 5 / 48","","","","","2019","47"
"856","Deutschland","Bintje","","","","","34 / 40","2019","47"
"857","Deutschland","Cilena","44 / 52","","","44 / 50","","2019","47"
"858","Deutschland","Colombo","","44","","","","2019","47"
"859","Deutschland","Désirée","","","","","34/36","2019","47"
"860","Deutschland","Ditta","","","","","36/40","2019","47"
"861","Deutschland","Gala","","48","","","","2019","47"
"862","Deutschland","Goldmarie","","48 / 52","","","","2019","47"
"863","Deutschland","Laura","44/56","40 /44","30 / 40","","","2019","47"
"864","Deutschland","Leyla","68 /76","40 /44","28 / 34","44/50","","2019","47"
"865","Deutschland","Lilly","","40 / 44","","","","2019","47"
"866","Deutschland","Linda","32 / 48","","28 / 34","","","2019","47"
"867","Deutschland","Madeira","48 / 56","","","","","2019","47"
"868","Deutschland","Marabel","","36 / 44","","44 / 50","34/36","2019","47"
"869","Deutschland","Melody","","","","44/50","","2019","47"
"870","Deutschland","Musica","","32 /40","","","","2019","47"
"871","Deutschland","Nicola","","","","","36 / 40","2019","47"
"872","Deutschland","Regina","","52 / 56","","","","2019","47"
"873","Deutschland","Sieglinde","76 1/84","72","","","60 /64","2019","47"
"874","Deutschland","Sunita","36/48","48","","","36/38","2019","47"
"875","Deutschland","Sunshine","","","","","36 /38","2019","47"
"876","Frankreich","Agata","73 / 87","96 / 100","67","","","2019","47"
"877","Frankreich","Charlotte","104 / 128","","","","","2019","47"
"878","Frankreich","Cherie","96 / 128","","","","","2019","47"
"879","Frankreich","Santé","93 / 100","","","","","2019","47"
"880","Italien","Colombo","","96","","","","2019","47"
"881","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","48"
"882","","","","Speisefrühkartoffeln","","","","2019","48"
"883","Zypern","Annabelle","116 / 120","112","98 / 104","","112 / 120","2019","48"
"884","Zypern","Spunta","88 / 92","","","","","2019","48"
"885","","","","Speiselagerkartoffeln","","","","2019","48"
"886","Deutschland","Afra","48 / 56","","32 / 36","","","2019","48"
"887","Deutschland","Agria","","36 / 40","","","34 / 38","2019","48"
"888","Deutschland","Alegria","","36 / 40","","","","2019","48"
"889","Deutschland","Allians","","","32 / 38","46 / 50","","2019","48"
"890","Deutschland","Anais","","36 / 40","","","","2019","48"
"891","Deutschland","Annabelle","40 / 84","40 / 52","32 / 46","38 / 56","34 / 44","2019","48"
"892","Deutschland","Belana","48 / 56","40 / 50","32 / 44","38 / 48","","2019","48"
"893","Deutschland","Berber","36 / 48","","","","","2019","48"
"894","Deutschland","Bintje","","","","","34 / 40","2019","48"
"895","Deutschland","Cilena","44 / 52","","","44 / 50","","2019","48"
"896","Deutschland","Colombo","","44","","","","2019","48"
"897","Deutschland","Concordia","","44","","","","2019","48"
"898","Deutschland","Désirée","","","","","34 / 36","2019","48"
"899","Deutschland","Ditta","","","","","36 / 40","2019","48"
"900","Deutschland","Gala","","48 / 52","","","","2019","48"
"901","Deutschland","Glorietta","","44 / 48","","","","2019","48"
"902","Deutschland","Goldmarie","","48 / 52","","","","2019","48"
"903","Deutschland","Laura","44 / 52","40 / 44","34/44","","","2019","48"
"904","Deutschland","Leyla","68 /76","40 / 44","32 / 38","44 / 50","","2019","48"
"905","Deutschland","Linda","32 / 44","","32 / 38","","","2019","48"
"906","Deutschland","Madeira","48 / 56","","","","","2019","48"
"907","Deutschland","Marabel","","36 / 44","","44 / 50","34 / 38","2019","48"
"908","Deutschland","Melody","","","","44 / 50","","2019","48"
"909","Deutschland","Musica","","32 /40","","","","2019","48"
"910","Deutschland","Nicola","","","","","36 / 40","2019","48"
"911","Deutschland","Sieglinde","76 / 84","72","","","60 / 64","2019","48"
"912","Deutschland","Sunita","36 / 44","48","","","","2019","48"
"913","Frankreich","Agata","73 87","96 / 100","67","","","2019","48"
"914","Frankreich","Charlotte","104 / 128","","","","","2019","48"
"915","Frankreich","Cherie","96 / 128","","","","","2019","48"
"916","Frankreich","Colombo","","96","","","","2019","48"
"917","Frankreich","Santé","93 / 100","","","","","2019","48"
"918","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","50"
"919","","","","Speisefrühkartoffeln","","","","2019","50"
"920","Zypern","Annabelle","116 / 120","108 / 120","96 / 104","100 / 110","108 / 116","2019","50"
"921","Zypern","Spunta","88 / 92","","","","84 / 92","2019","50"
"922","","","","Speiselagerkartoffeln","","","","2019","50"
"923","Deutschland","Afra","48 / 56","","32 / 36","","","2019","50"
"924","Deutschland","Agria","","36 / 40","","","34 / 38","2019","50"
"925","Deutschland","Allians","","","32 / 38","42 / 46","","2019","50"
"926","Deutschland","Anais","","36 / 40","","","","2019","50"
"927","Deutschland","Annabelle","40 / 84","40 / 52","32 / 46","38 / 52","34 / 44","2019","50"
"928","Deutschland","Belana","48 / 56","40 / 50","32 / 44","38 / 44","","2019","50"
"929","Deutschland","Berber","36 / 48","","","","","2019","50"
"930","Deutschland","Bintje","","","","","34 / 40","2019","50"
"931","Deutschland","Cilena","44 / 52","","","40 / 46","","2019","50"
"932","Deutschland","Colombo","","44","","","","2019","50"
"933","Deutschland","Concordia","","44","","","","2019","50"
"934","Deutschland","Désirée","","","","","34 / 38","2019","50"
"935","Deutschland","Ditta","","","","","36 / 40","2019","50"
"936","Deutschland","Gala","","48 / 52","","","","2019","50"
"937","Deutschland","Glorietta","","44 / 48","","","","2019","50"
"938","Deutschland","Goldmarie","","48 / 52","","","","2019","50"
"939","Deutschland","Laura","44/52","40 / 44","34/46","","","2019","50"
"940","Deutschland","Leyla","68 /76","40 / 44","32 / 38","40 / 46","","2019","50"
"941","Deutschland","Linda","32 / 44","","32 / 38","","","2019","50"
"942","Deutschland","Madeira","48 / 56","","","","","2019","50"
"943","Deutschland","Marabel","","36 / 48","","40 / 46","34 / 38","2019","50"
"944","Deutschland","Melody","","","","40 / 46","","2019","50"
"945","Deutschland","Musica","","32 /40","","","","2019","50"
"946","Deutschland","Nicola","","","","","36 5 / 40","2019","50"
"947","Deutschland","Sieglinde","76 / 84","72","","","60 / 64","2019","50"
"948","Deutschland","Sunita","36 / 44","","","","","2019","50"
"949","Frankreich","Agata","73 87","96 / 100","67 173","","","2019","50"
"950","Frankreich","Charlotte","104 / 128","","","","","2019","50"
"951","Frankreich","Cherie","96 / 128","","","","","2019","50"
"952","Frankreich","Santé","93 / 100","","","","","2019","50"
"953","Italien","Agata","","96","","","","2019","50"
"954","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","51"
"955","","","","Speisefrühkartoffeln","","","","2019","51"
"956","Zypern","Annabelle","104 / 116","108 / 120","96 / 104","80 / 108","108 / 116","2019","51"
"957","Zypern","Spunta","84 / 92","","","","84 / 92","2019","51"
"958","","","","Speiselagerkartoffeln","","","","2019","51"
"959","Deutschland","Afra","44 / 56","","32 / 36","","","2019","51"
"960","Deutschland","Agata","","","67 / 73","","","2019","51"
"961","Deutschland","Agria","","36 / 40","","","34 / 38","2019","51"
"962","Deutschland","Allians","","","32 / 38","42 /46","","2019","51"
"963","Deutschland","Annabelle","40 / 84","36 / 52","32 /46","38 /48","34 / 44","2019","51"
"964","Deutschland","Belana","44 / 56","40 / 50","32 /44","38 /44","","2019","51"
"965","Deutschland","Bintje","","","","","34 / 40","2019","51"
"966","Deutschland","Cilena","44 / 56","","","40 /46","","2019","51"
"967","Deutschland","Colombo","","44","","","","2019","51"
"968","Deutschland","Désirée","","","","","34 / 38","2019","51"
"969","Deutschland","Ditta","","","","","36 / 40","2019","51"
"970","Deutschland","Gala","","48 / 52","","","","2019","51"
"971","Deutschland","Goldmarie","","48 / 52","","","","2019","51"
"972","Deutschland","Laura","44 / 56","40 / 44","32 / 46","","","2019","51"
"973","Deutschland","Leyla","68 / 76","40 / 44","32 / 38","40 / 46","","2019","51"
"974","Deutschland","Lilly","","40 / 44","","","","2019","51"
"975","Deutschland","Linda","32 / 44","","32 /38","","","2019","51"
"976","Deutschland","Madeira","44 / 56","","","","","2019","51"
"977","Deutschland","Marabel","","36 / 48","","40 / 46","34 / 38","2019","51"
"978","Deutschland","Melody","","","","40 /46","","2019","51"
"979","Deutschland","Musica","","32 / 40","","","","2019","51"
"980","Deutschland","Nicola","","","","","36 /40","2019","51"
"981","Deutschland","Sieglinde","76 / 84","72","","","60 /64","2019","51"
"982","Frankreich","Agata","73 / 87","96 / 100","","","","2019","51"
"983","Frankreich","Charlotte","104 / 128","","","","","2019","51"
"984","Frankreich","Cherie","96 / 128","","","","","2019","51"
"985","Frankreich","Santé","93 / 100","","","","","2019","51"
"986","Italien","Agata","","96","","","","2019","51"
"987","Niederlande","Victoria","","48 / 52","","","","2019","51"
"988","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","03"
"989","","","","Speisefrühkartoffeln","","","","2020","03"
"990","Italien","Annabelle","","","","","128","2020","03"
"991","Zypern","Annabelle","104 / 116","108 / 116","96 /104","80 / 104","104 / 112","2020","03"
"992","Zypern","Spunta","80 / 92","","","","84 / 92","2020","03"
"993","","","","Speiselagerkartoffeln","","","","2020","03"
"994","Deutschland","Afra","44 / 56","","32 1/36","","","2020","03"
"995","Deutschland","Agria","","36 / 40","","","34 / 38","2020","03"
"996","Deutschland","Allians","","","32 / 38","44 / 48","","2020","03"
"997","Deutschland","Annabelle","40 / 84","40 / 52","32 / 46","38 / 50","34 / 44","2020","03"
"998","Deutschland","Belana","44 / 56","40 / 48","32 / 44","38 /48","","2020","03"
"999","Deutschland","Bintje","","","","","34 / 40","2020","03"
"1000","Deutschland","Cilena","44 / 56","","","","","2020","03"
"1001","Deutschland","Désirée","","","","","34 / 38","2020","03"
"1002","Deutschland","Ditta","","","","","36 /40","2020","03"
"1003","Deutschland","Gala","","48 / 52","","","","2020","03"
"1004","Deutschland","Goldmarie","","48 / 52","","","","2020","03"
"1005","Deutschland","Laura","44 / 56","40 / 44","34/46","44 / 48","","2020","03"
"1006","Deutschland","Leyla","68 / 76","40 / 44","32/38","44 / 48","","2020","03"
"1007","Deutschland","Lilly","","40 / 44","","","","2020","03"
"1008","Deutschland","Linda","32 / 44","","32/38","44/48","","2020","03"
"1009","Deutschland","Madeira","44 / 56","","","","","2020","03"
"1010","Deutschland","Marabel","","40 / 48","","40 / 44","34 / 38","2020","03"
"1011","Deutschland","Melody","","48 / 56","","40 /44","","2020","03"
"1012","Deutschland","Milva","","52","","","","2020","03"
"1013","Deutschland","Nicola","","","","","36 /40","2020","03"
"1014","Deutschland","Sieglinde","76 / 84","72","","","60 / 64","2020","03"
"1015","Deutschland","Sunita","","48","","","","2020","03"
"1016","Frankreich","Agata","73 / 87","96 / 100","67/73","","","2020","03"
"1017","Frankreich","Charlotte","104 / 128","","","","","2020","03"
"1018","Frankreich","Cherie","96 /128","","","","","2020","03"
"1019","Frankreich","Santé","93 / 100","","","","","2020","03"
"1020","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","04"
"1021","","","","Speisefrühkartoffeln","","","","2020","04"
"1022","Italien","Annabelle","","","","","128","2020","04"
"1023","Zypern","Annabelle","100 / 108","108 / 120","96 / 104","96 / 110","104 / 112","2020","04"
"1024","Zypern","Spunta","80 / 88","","","","84 / 92","2020","04"
"1025","","","","Speiselagerkartoffeln","","","","2020","04"
"1026","Deutschland","Afra","44 / 56","","32 / 36","","","2020","04"
"1027","Deutschland","Agria","","44 / 48","","","36 / 38","2020","04"
"1028","Deutschland","Allians","","","32 / 38","44 / 48","","2020","04"
"1029","Deutschland","Anais","","40","","","","2020","04"
"1030","Deutschland","Annabelle","44 / 84","48 / 50","32 / 46","38 / 50","36 / 44","2020","04"
"1031","Deutschland","Belana","44 / 56","48 / 50","32 / 44","38 / 48","","2020","04"
"1032","Deutschland","Bintje","","","","","36 / 40","2020","04"
"1033","Deutschland","Cilena","40 / 56","","","","","2020","04"
"1034","Deutschland","Désirée","","","","","36 / 38","2020","04"
"1035","Deutschland","Ditta","","","","","36 / 40","2020","04"
"1036","Deutschland","Goldmarie","","48 / 50","","","","2020","04"
"1037","Deutschland","Laura","44 / 56","50","34/44","44 /48","","2020","04"
"1038","Deutschland","Leyla","68 / 76","50","","44 / 48","","2020","04"
"1039","Deutschland","Lilly","","46","","","","2020","04"
"1040","Deutschland","Linda","32 / 44","","32 / 38","44 / 48","","2020","04"
"1041","Deutschland","Madeira","44 / 56","","","","","2020","04"
"1042","Deutschland","Marabel","","48","","40 / 44","36 / 38","2020","04"
"1043","Deutschland","Melody","","44","","40 / 44","","2020","04"
"1044","Deutschland","Nicola","","","","","36 / 40","2020","04"
"1045","Deutschland","Sieglinde","76 / 84","64","","","60 / 64","2020","04"
"1046","Frankreich","Agata","73 / 87","","67/73","","","2020","04"
"1047","Frankreich","Charlotte","96 / 120","","","","","2020","04"
"1048","Frankreich","Cherie","80 / 104","","","","","2020","04"
"1049","Frankreich","Santé","93 / 100","","","","","2020","04"
"1050","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","06"
"1051","","","","Speisefrühkartoffeln","","","","2020","06"
"1052","Italien","Annabelle","","","","","128","2020","06"
"1053","Italien","Sieglinde","","","","","128","2020","06"
"1054","Italien","Spunta","","128","","","","2020","06"
"1055","Zypern","Annabelle","100 / 108","112","100 / 108","102 / 110","104 / 112","2020","06"
"1056","Zypern","Spunta","80 / 88","","","","84 /92","2020","06"
"1057","","","","Speiselagerkartoffeln","","","","2020","06"
"1058","Deutschland","Afra","44 / 52","","32 / 36","","","2020","06"
"1059","Deutschland","Agria","","40 / 44","","","36 / 38","2020","06"
"1060","Deutschland","Allians","","44 / 48","32 / 38","44 /48","","2020","06"
"1061","Deutschland","Annabelle","40 / 84","40 / 50","","38 / 50","36 / 44","2020","06"
"1062","Deutschland","Belana","44 / 52","40 / 48","32 /44","38 / 48","","2020","06"
"1063","Deutschland","Bintje","","","","","36 / 40","2020","06"
"1064","Deutschland","Cilena","38 / 52","","","","","2020","06"
"1065","Deutschland","Concordia","","44 / 48","","","","2020","06"
"1066","Deutschland","Désirée","","","","","36 / 38","2020","06"
"1067","Deutschland","Ditta","","","","","36 / 40","2020","06"
"1068","Deutschland","Gala","","48 / 52","","","","2020","06"
"1069","Deutschland","Goldmarie","","48 / 52","","","","2020","06"
"1070","Deutschland","Laura","44 / 54","44 /48","34/44","44/48","","2020","06"
"1071","Deutschland","Leyla","68 / 76","44","","44 / 48","","2020","06"
"1072","Deutschland","Lilly","","44","","","","2020","06"
"1073","Deutschland","Linda","32 / 44","","","44/48","","2020","06"
"1074","Deutschland","Madeira","44 / 52","","","","","2020","06"
"1075","Deutschland","Marabel","","40 / 48","","40 / 44","36 / 38","2020","06"
"1076","Deutschland","Melody","","40 / 44","","40 / 44","","2020","06"
"1077","Deutschland","Nicola","","","","","36 / 40","2020","06"
"1078","Deutschland","Sieglinde","76 / 84","64","","","60 / 64","2020","06"
"1079","Deutschland","Sunita","","44 / 48","","","","2020","06"
"1080","Frankreich","Agata","73 / 87","96 / 104","67/73","","","2020","06"
"1081","Frankreich","Charlotte","96 / 112","","","","","2020","06"
"1082","Frankreich","Cherie","80 / 108","","","","","2020","06"
"1083","Frankreich","Santé","93 / 100","","","","","2020","06"
"1084","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","07"
"1085","","","","Speisefrühkartoffeln","","","","2020","07"
"1086","Italien","Annabelle","","","","","128","2020","07"
"1087","Italien","Sieglinde","","","","","128","2020","07"
"1088","Italien","Spunta","","128","","","","2020","07"
