"","0","1","2","3","4","5","6","year","week"
"1","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","04"
"2","","","","Speisefrühkartoffeln","","","","2019","04"
"3","Zypern","Annabelle","140 / 148","108 / 140","","","120 / 124","2019","04"
"4","Zypern","Spunta","100 / 108","","","","92 96","2019","04"
"5","","","","Speiselagerkartoffeln","","","","2019","04"
"6","Deutschland","Adretta","40 /44","","","","","2019","04"
"7","Deutschland","Afra","44/52","","40","","","2019","04"
"8","Deutschland","Agata","","","","","52 / 56","2019","04"
"9","Deutschland","Agria","","48/52","","","","2019","04"
"10","Deutschland","Allians","","44/52","40/48","48/52","48/52","2019","04"
"11","Deutschland","Annabelle","","52 / 60","44","48/54","40/50","2019","04"
"12","Deutschland","Belana","44/52","48/52","40 /48","","","2019","04"
"13","Deutschland","Bintje","","","","","40/42","2019","04"
"14","Deutschland","Cilena","40/52","","","48 /52","","2019","04"
"15","Deutschland","Désirée","","","","","38 /42","2019","04"
"16","Deutschland","Ditta","","","","","52","2019","04"
"17","Deutschland","Gala","","48 52","","","","2019","04"
"18","Deutschland","Goldmarie","","56/60","","","","2019","04"
"19","Deutschland","Gunda","","48/52","","","","2019","04"
"20","Deutschland","Laura","48/52","48/52","42/48","48/50","","2019","04"
"21","Deutschland","Leyla","52 / 64","48 52","40/48","48/50","","2019","04"
"22","Deutschland","Linda","44/52","56 60","40/48","","","2019","04"
"23","Deutschland","Marabel","","48/52","","44/48","46/50","2019","04"
"24","Deutschland","Melody","","52","","44/48","","2019","04"
"25","Deutschland","Nicola","","","","","38/42","2019","04"
"26","Deutschland","Princess","44 /52","","","","","2019","04"
"27","Deutschland","Sieglinde","","80 88","","","54/58","2019","04"
"28","Frankreich","Agata","73 80","104 / 108","","","","2019","04"
"29","Frankreich","Charlotte","112/120","","","","","2019","04"
"30","Frankreich","Cherie","96/112","","","","","2019","04"
"31","Niederlande","Victoria","","56","","","","2019","04"
"32","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln /100 kg von / bis","München € / 100 kg von / bis","2019","05"
"33","","","","Speisefrühkartoffeln","","","","2019","05"
"34","Italien","Annabelle","144 / 152","","","","","2019","05"
"35","Zypern","Annabelle","140 / 148","112","","","122 / 126","2019","05"
"36","Zypern","Spunta","100 / 108","","","","94 / 98","2019","05"
"37","","","","Speiselagerkartoffeln","","","","2019","05"
"38","Deutschland","Adretta","40 44","","","","","2019","05"
"39","Deutschland","Afra","44 / 52","","40","","","2019","05"
"40","Deutschland","Agria","","48 52","","","38 / 40","2019","05"
"41","Deutschland","Allians","","44/48","40 / 48","48 /52","48 / 52","2019","05"
"42","Deutschland","Annabelle","","48 / 56","44","48 / 54","40 /52","2019","05"
"43","Deutschland","Belana","44 / 52","44 / 48","40 /48","","","2019","05"
"44","Deutschland","Bintje","","","","","40 /42","2019","05"
"45","Deutschland","Cilena","40 / 52","","","48 / 52","","2019","05"
"46","Deutschland","Concordia","","48 / 52","","","","2019","05"
"47","Deutschland","Désirée","","","","","38 / 42","2019","05"
"48","Deutschland","Ditta","","","","","52","2019","05"
"49","Deutschland","Gala","","48/52","","","","2019","05"
"50","Deutschland","Goldmarie","","52 / 56","","","","2019","05"
"51","Deutschland","Gunda","","48","","","","2019","05"
"52","Deutschland","Laura","48 /52","48","42/48","48 / 50","","2019","05"
"53","Deutschland","Leyla","","48","40 / 48","48/50","","2019","05"
"54","Deutschland","Linda","44 / 52","56 / 60","40 / 48","","","2019","05"
"55","Deutschland","Marabel","","48 / 52","","44 / 48","38/50","2019","05"
"56","Deutschland","Melody","","48","","44 / 48","","2019","05"
"57","Deutschland","Nicola","","","","","40 / 42","2019","05"
"58","Deutschland","Princess","44 / 52","","","","","2019","05"
"59","Deutschland","Sieglinde","","80 84","","","54 / 58","2019","05"
"60","Frankreich","Agata","73/80","104 / 108","","","","2019","05"
"61","Frankreich","Charlotte","112 / 120","","","","","2019","05"
"62","Frankreich","Cherie","96 / 112","","","","","2019","05"
"63","Niederlande","Victoria","","52 / 54","","","","2019","05"
"64","Herkunft","Sorte","Berlin 100 kg von / bis","Frankfurt /100 kg von / bis","Hamburg /100 kg von / bis","Köln €/100 kg von / bis","München 100 kg von / bis","2019","11"
"65","","","","Speisefrühkartoffeln","","","","2019","11"
"66","Italien","Annabelle","","132","120/124","","","2019","11"
"67","Italien","Bellini","","","","","104 112","2019","11"
"68","Italien","Sieglinde","","124/132","120/124","","144 152","2019","11"
"69","Italien","Spunta","","","","","112 116","2019","11"
"70","Marokko","Nicola","","87 /90","","","87 93","2019","11"
"71","Tunesien","Spunta","","80","","","","2019","11"
"72","Zypern","Annabelle","136/140","132/140","116/120","116/142","124/132","2019","11"
"73","Zypern","Spunta","96/104","","","","94 /100","2019","11"
"74","","","","Speiselagerkartoffeln","","","","2019","11"
"75","Deutschland","Adretta","48/52","","","","","2019","11"
"76","Deutschland","Afra","48/60","","46/50","","","2019","11"
"77","Deutschland","Agria","","","","","40/46","2019","11"
"78","Deutschland","Allians","","","46/50","48/52","","2019","11"
"79","Deutschland","Annabelle","56/60","","","46/58","40/56","2019","11"
"80","Deutschland","Belana","48/60","","46/50","","","2019","11"
"81","Deutschland","Bintje","","","","","44/48","2019","11"
"82","Deutschland","Cilena","52/60","","","48/52","","2019","11"
"83","Deutschland","Colombo","","44/50","","","","2019","11"
"84","Deutschland","Concordia","","44/48","","","","2019","11"
"85","Deutschland","Désirée","","","","","40/46","2019","11"
"86","Deutschland","Ditta","","","","","40/46","2019","11"
"87","Deutschland","Gala","","48","","","","2019","11"
"88","Deutschland","Goldmarie","","52/56","","","","2019","11"
"89","Deutschland","Gunda","","48","","","","2019","11"
"90","Deutschland","Jelly","56/64","","","","","2019","11"
"91","Deutschland","Laura","56/64","48","46/50","48/50","","2019","11"
"92","Deutschland","Leyla","","48","46/50","48/50","","2019","11"
"93","Deutschland","Linda","56/64","56/60","46/50","","","2019","11"
"94","Deutschland","Marabel","","44/56","","44/48","40/54","2019","11"
"95","Deutschland","Melody","","48","","44/48","","2019","11"
"96","Deutschland","Nicola","","","","","40/46","2019","11"
"97","Deutschland","Princess","48/52","","","","","2019","11"
"98","Deutschland","Regina","","","46/50","","","2019","11"
"99","Deutschland","Sieglinde","","","","","54/58","2019","11"
"100","Frankreich","Agata","80/87","96/104","","","","2019","11"
"101","Frankreich","Charlotte","112/120","","","","","2019","11"
"102","Frankreich","Cherie","96/120","","","","","2019","11"
"103","Italien","Annabelle","","","","","112/120","2019","11"
"104","Niederlande","Victoria","","52/56","","","","2019","11"
"105","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","13"
"106","","","","Speisefrühkartoffeln","","","","2019","13"
"107","Italien","Annabelle","88 /148","132","120","","112 / 120","2019","13"
"108","Italien","Bellini","","","","","108 / 112","2019","13"
"109","Italien","Sieglinde","140 / 148","124 / 140","120/132","","144 / 152","2019","13"
"110","Italien","Spunta","","128","","","112 / 116","2019","13"
"111","Marokko","Nicola","93 / 107","80 87","","","87 / 93","2019","13"
"112","Tunesien","Spunta","","80","","","","2019","13"
"113","Zypern","Annabelle","136 / 146","120 / 136","116/124","124 / 142","128 / 136","2019","13"
"114","Zypern","Spunta","100 / 120","","","","100 / 104","2019","13"
"115","","","","Speiselagerkartoffeln","","","","2019","13"
"116","Deutschland","Afra","52 / 62","","46 / 50","","","2019","13"
"117","Deutschland","Agria","","44 / 48","","","40 / 46","2019","13"
"118","Deutschland","Allians","","44 / 50","46 / 50","48 /52","","2019","13"
"119","Deutschland","Annabelle","56 / 60","48 / 58","","46 /58","44 / 58","2019","13"
"120","Deutschland","Belana","52 / 60","44 / 52","46 / 50","","","2019","13"
"121","Deutschland","Cilena","56 / 60","","","48/52","","2019","13"
"122","Deutschland","Laura","56 / 62","48","46 50","48/50","","2019","13"
"123","Deutschland","Leyla","","48","46 50","48 /50","","2019","13"
"124","Deutschland","Linda","56 / 64","56 / 60","46 / 50","","","2019","13"
"125","Deutschland","Marabel","","44/56","","44/48","40 / 54","2019","13"
"126","Deutschland","Melody","","48","","44/48","","2019","13"
"127","Frankreich","Agata","","96 / 104","","","","2019","13"
"128","Frankreich","Charlotte","112/120","","","","","2019","13"
"129","Frankreich","Cherie","96 /120","","","","","2019","13"
"130","Niederlande","Victoria","","52 / 56","","","","2019","13"
"131","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","16"
"132","","","","Speisefrühkartoffelr","","","","2019","16"
"133","Aegypten","Annabelle","","","112/120","","","2019","16"
"134","Israel","Charlotte","144 / 152","","","","","2019","16"
"135","Italien","Annabelle","88 / 148","136 / 148","","","112 / 120","2019","16"
"136","Italien","Bellini","","","","","108 / 112","2019","16"
"137","Italien","Sieglinde","140 / 148","140 / 160","148 /156","140 / 148","144 / 152","2019","16"
"138","Italien","Spunta","140 / 148","107 / 127","","","112 / 116","2019","16"
"139","Marokko","Nicola","77 87","87 / 93","","","87 / 93","2019","16"
"140","Zypern","Annabelle","140 / 148","128 / 140","148 / 156","128 / 152","132 / 136","2019","16"
"141","Zypern","Nicola","","132 / 136","148 / 156","","124 / 128","2019","16"
"142","Zypern","Spunta","108 / 112","120","","","104 / 108","2019","16"
"143","","","","Speiselagerkartoffeln","","","","2019","16"
"144","Deutschland","Afra","56 64","","","","","2019","16"
"145","Deutschland","Agria","","44 / 48","","","44 / 48","2019","16"
"146","Deutschland","Allians","","44 / 50","48 / 56","48 / 52","","2019","16"
"147","Deutschland","Annabelle","","48 58","","46 /58","46 /60","2019","16"
"148","Deutschland","Annalena","","56","","","","2019","16"
"149","Deutschland","Anuschka","","46/52","","","","2019","16"
"150","Deutschland","Belana","56 60","44 / 52","48 56","","","2019","16"
"151","Deutschland","Bintje","","","","","46/48","2019","16"
"152","Deutschland","Cilena","56 / 60","","","48 / 52","","2019","16"
"153","Deutschland","Jelly","56 / 60","","","","","2019","16"
"154","Deutschland","Laura","","48 52","48 /56","48/50","","2019","16"
"155","Deutschland","Leyla","","48","48 56","48 / 50","","2019","16"
"156","Deutschland","Linda","56 60","60","","","","2019","16"
"157","Deutschland","Marabel","","44 56","","44/48","44/48","2019","16"
"158","Frankreich","Agata","80 87","100 / 104","","","","2019","16"
"159","Frankreich","Cherie","96 / 120","","","","","2019","16"
"160","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € 100 kg von / bis","Hamburg /100 kg von / bis","Köln € 100 kg von / bis","München € / 100 kg von / bis","2019","18"
"161","","","","Speisefrühkartoffeln","","","","2019","18"
"162","Aegypten","Annabelle","","100","","","","2019","18"
"163","Frankreich","Amandine","176 / 184","","","","","2019","18"
"164","Israel","Charlotte","144 / 152","","","","","2019","18"
"165","Italien","Annabelle","88 / 148","128 / 144","","128 / 132","136","2019","18"
"166","Italien","Arinda","","120","","","","2019","18"
"167","Italien","Belana","","","","","104 / 112","2019","18"
"168","Italien","Sieglinde","132 / 148","128 / 140","116/128","126 / 134","136 / 144","2019","18"
"169","Italien","Spunta","140 / 148","140","","","112 / 116","2019","18"
"170","Marokko","Liseta","","100","","","","2019","18"
"171","Marokko","Nicola","83 / 100","87 / 93","","","87 90","2019","18"
"172","Zypern","Annabelle","144 / 156","128 / 136","124 / 140","126 / 138","132 / 134","2019","18"
"173","Zypern","Nicola","","132","116 / 128","126 / 130","124 / 128","2019","18"
"174","Zypern","Spunta","108 112","108","","","104 / 108","2019","18"
"175","","","","Speiselagerkartoffeln","","","","2019","18"
"176","Deutschland","Adretta","48 52","","","","","2019","18"
"177","Deutschland","Afra","56 64","","","","","2019","18"
"178","Deutschland","Agria","","44 48","","","44 / 48","2019","18"
"179","Deutschland","Allians","","44 52","","54 / 60","","2019","18"
"180","Deutschland","Annabelle","","52 60","","48 / 56","46/60","2019","18"
"181","Deutschland","Anuschka","","46/52","","","","2019","18"
"182","Deutschland","Belana","56 / 60","48/52","52 / 58","56 / 60","","2019","18"
"183","Deutschland","Bintje","","","","","46 / 48","2019","18"
"184","Deutschland","Cilena","56 / 64","","","","","2019","18"
"185","Deutschland","Gala","","48 52","","","","2019","18"
"186","Deutschland","Jelly","56 / 60","","","","","2019","18"
"187","Deutschland","Laura","56 62","48 52","","","","2019","18"
"188","Deutschland","Leyla","","","48 / 56","","","2019","18"
"189","Deutschland","Linda","56 64","60","","","","2019","18"
"190","Deutschland","Marabel","","44 / 56","","46 / 50","46 / 48","2019","18"
"191","Frankreich","Agata","80 93","100 / 104","","","","2019","18"
"192","Frankreich","Cherie","104 / 120","","","","","2019","18"
"193","Niederlande","Victoria","","52 60","","","","2019","18"
"194","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","19"
"195","","","","Speisefrühkartoffeln","","","","2019","19"
"196","Aegypten","Annabelle","","100","","","","2019","19"
"197","Frankreich","Amandine","176 / 184","","","","","2019","19"
"198","Israel","Charlotte","144 / 152","","","","","2019","19"
"199","Italien","Annabelle","88 / 144","120 / 144","","128 / 132","136","2019","19"
"200","Italien","Arinda","","100","","","","2019","19"
"201","Italien","Sieglinde","128 / 148","110 / 132","104/112","126 / 134","136 / 144","2019","19"
"202","Italien","Spunta","140","112 / 120","","","120 / 128","2019","19"
"203","Marokko","Liseta","","100","","","","2019","19"
"204","Marokko","Nicola","83 / 100","","","","83/87","2019","19"
"205","Spanien","Annabelle","167 / 173","","","","","2019","19"
"206","Spanien","Nicola","","100","","","","2019","19"
"207","Zypern","Annabelle","144 / 156","124 / 136","116 / 120","126 / 138","128 / 132","2019","19"
"208","Zypern","Nicola","","128 / 132","108 / 116","126/130","120 / 124","2019","19"
"209","","","","Speiselagerkartoffeln","","","","2019","19"
"210","Deutschland","Afra","56 64","","","","","2019","19"
"211","Deutschland","Allians","","","","54 / 60","","2019","19"
"212","Deutschland","Annabelle","","54 / 64","","48/56","46 / 60","2019","19"
"213","Deutschland","Belana","56 / 60","54/56","52 / 54","56 / 60","","2019","19"
"214","Deutschland","Bintje","","","","","46 / 48","2019","19"
"215","Deutschland","Cilena","56 / 64","64/70","","","","2019","19"
"216","Deutschland","Jelly","56 / 60","","","","","2019","19"
"217","Deutschland","Laura","56 / 62","","","","","2019","19"
"218","Deutschland","Leyla","","","48","","","2019","19"
"219","Deutschland","Linda","56 / 64","60 64","","","","2019","19"
"220","Deutschland","Marabel","","48 / 60","","","","2019","19"
"221","Deutschland","Milva","","60","","","","2019","19"
"222","Deutschland","Princess","","66","","","","2019","19"
"223","Frankreich","Agata","80 / 93","","","","","2019","19"
"224","Frankreich","Cherie","104 / 120","","","","","2019","19"
"225","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € /100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","21"
"226","","","","Speisefrühkartoffeln","","","","2019","21"
"227","Aegypten","Annabelle","","100 / 112","","","","2019","21"
"228","Deutschland","Annabelle","","120","104 / 120","","120 / 124","2019","21"
"229","Deutschland","Berber","","120/124","112 / 116","","120 / 124","2019","21"
"230","Israel","Charlotte","144 / 152","","","","","2019","21"
"231","Italien","Annabelle","76 / 128","120 / 124","108 / 112","124 / 132","104 / 112","2019","21"
"232","Italien","Sieglinde","104 / 120","110 / 124","84/92","102 / 124","112 / 124","2019","21"
"233","Italien","Spunta","104 / 120","104 / 112","","","96 / 100","2019","21"
"234","Marokko","Nicola","77 / 100","","","","83 / 87","2019","21"
"235","Spanien","Annabelle","167 / 173","112","","","","2019","21"
"236","Zypern","Annabelle","132 / 144","116 / 124","104 / 108","126 / 136","116 / 124","2019","21"
"237","Zypern","Nicola","","","76 / 84","126 / 130","112 / 116","2019","21"
"238","Zypern","Spunta","","","","","92 / 96","2019","21"
"239","","","","Speiselagerkartoffeln","","","","2019","21"
"240","Deutschland","Afra","56 64","","","","","2019","21"
"241","Deutschland","Annabelle","","","","48 / 5 6","50 / 62","2019","21"
"242","Deutschland","Belana","56 / 60","56 / 60","","56 / 60","","2019","21"
"243","Deutschland","Bintje","","","","","48/50","2019","21"
"244","Deutschland","Cilena","56 64","64 / 72","","","","2019","21"
"245","Deutschland","Jelly","56 / 60","","","","","2019","21"
"246","Deutschland","Laura","56 62","","","","","2019","21"
"247","Deutschland","Linda","56 / 64","","","","","2019","21"
"248","Deutschland","Marabel","","","","46 / 50","","2019","21"
"249","Deutschland","Milva","","66 / 72","","","","2019","21"
"250","Frankreich","Agata","80 93","","","","","2019","21"
"251","Frankreich","Cherie","104 / 120","","","","","2019","21"
"252","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","22"
"253","","","","Speisefrühkartoffeln","","","","2019","22"
"254","Deutschland","Annabelle","116 / 124","100 / 112","96 / 112","104 / 110","108 / 116","2019","22"
"255","Deutschland","Berber","112 / 120","104 / 108","112 / 116","100 / 106","108 / 116","2019","22"
"256","Israel","Charlotte","144 / 152","","","","","2019","22"
"257","Italien","Annabelle","80 / 120","100 / 112","108 / 112","92 / 110","92 / 100","2019","22"
"258","Italien","Sieglinde","84 / 112","100 / 112","84 / 92","92 / 106","92 / 104","2019","22"
"259","Italien","Spunta","88 / 112","104","","","80 / 88","2019","22"
"260","Marokko","Nicola","77 / 100","","","","80 / 87","2019","22"
"261","Zypern","Annabelle","116 / 124","","104 / 108","100 / 128","108 / 112","2019","22"
"262","Zypern","Nicola","","","76 / 84","","108 / 116","2019","22"
"263","Zypern","Spunta","116 / 124","","","","92 / 96","2019","22"
"264","","","","Speiselagerkartoffeln","","","","2019","22"
"265","Deutschland","Afra","56 / 64","","","","","2019","22"
"266","Deutschland","Annabelle","","","","48/52","","2019","22"
"267","Deutschland","Belana","56 / 64","52","","","","2019","22"
"268","Deutschland","Bintje","","","","","48 / 52","2019","22"
"269","Deutschland","Cilena","56 / 68","","","","","2019","22"
"270","Deutschland","Laura","56 / 64","","","","","2019","22"
"271","Deutschland","Linda","56 / 64","","","","","2019","22"
"272","Frankreich","Agata","80 / 93","","","","","2019","22"
"273","Frankreich","Cherie","104 / 120","","","","","2019","22"
"274","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","23"
"275","","","","Speisefrühkartoffeln","","","","2019","23"
"276","Deutschland","Anais","","80 '96","","","","2019","23"
"277","Deutschland","Annabelle","100/116","88 /104","86 / 96","98 /110","104 / 108","2019","23"
"278","Deutschland","Anuschka","","100","","","","2019","23"
"279","Deutschland","Berber","96 / 104","96 / 100","86 / 96","100 / 106","104 / 112","2019","23"
"280","Deutschland","Cilena","","","84 92","","","2019","23"
"281","Deutschland","Colombo","","104","","","","2019","23"
"282","Deutschland","Leyla","","","84 / 92","","","2019","23"
"283","Deutschland","Linda","","","84 / 92","","","2019","23"
"284","Israel","Charlotte","144 / 152","","","","","2019","23"
"285","Italien","Annabelle","80 / 120","100","104 / 112","92 2/110","80 / 84","2019","23"
"286","Italien","Nicola","","","","","80 / 88","2019","23"
"287","Italien","Sieglinde","84 / 112","92 / 100","72 / 80","88/106","84 / 96","2019","23"
"288","Italien","Spunta","88 /112","","","","64 / 80","2019","23"
"289","Zypern","Annabelle","","100 / 104","104 / 112","100/128","108 / 112","2019","23"
"290","Zypern","Nicola","","","72/80","","104 / 112","2019","23"
"291","","","","Speiselagerkartoffeln","","","","2019","23"
"292","Deutschland","Afra","56 / 64","","","","","2019","23"
"293","Deutschland","Annabelle","","","","48 / 5 2","","2019","23"
"294","Deutschland","Belana","56 60","","","","","2019","23"
"295","Deutschland","Cilena","56 68","","","","","2019","23"
"296","Deutschland","Laura","56 64","","","","","2019","23"
"297","Deutschland","Linda","56 / 64","","","","","2019","23"
"298","Frankreich","Agata","80 / 93","","","","","2019","23"
"299","Frankreich","Cherie","104 / 120","","","","","2019","23"
"300","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","24"
"301","","","","Speisefrühkartoffeln","","","","2019","24"
"302","Deutschland","Anais","","84 / 92","","","","2019","24"
"303","Deutschland","Annabelle","96 / 108","88/100","86 / '96","94 / 108","92 / 100","2019","24"
"304","Deutschland","Anuschka","","90","","","","2019","24"
"305","Deutschland","Berber","92 / 104","84 92","86 96","100 / 106","92 / 96","2019","24"
"306","Deutschland","Cilena","104 / 116","","84 / 92","","","2019","24"
"307","Deutschland","Colombo","","88 / 104","","","","2019","24"
"308","Deutschland","Leyla","","","84 / 92","","","2019","24"
"309","Deutschland","Linda","","","84 / 92","","","2019","24"
"310","Israel","Charlotte","144 / 152","","","","","2019","24"
"311","Italien","Annabelle","76 / 112","","104 / 112","92 / 110","78 / 84","2019","24"
"312","Italien","Nicola","","","","","76 / 84","2019","24"
"313","Italien","Sieglinde","72/112","80 /84","72 / 80","88/106","80 / 92","2019","24"
"314","Italien","Spunta","64 / 88","96 / 104","","","64 / 76","2019","24"
"315","Spanien","Colombo","","152","","","","2019","24"
"316","Zypern","Annabelle","","104 / 128","104/112","100/128","108 / 112","2019","24"
"317","Zypern","Nicola","","","72/80","","","2019","24"
"318","","","","Speiselagerkartoffeln","","","","2019","24"
"319","Deutschland","Belana","56 / 60","","","","","2019","24"
"320","Deutschland","Linda","56 / 64","","","","","2019","24"
"321","Frankreich","Agata","80 / 93","","","","","2019","24"
"322","Frankreich","Cherie","104 / 120","","","","","2019","24"
"323","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","25"
"324","","","","Speisefrühkartoffelr","","","","2019","25"
"325","Deutschland","Anais","","80 / 88","","","","2019","25"
"326","Deutschland","Annabelle","96 / 108","88 / 100","92","78/106","88 / 100","2019","25"
"327","Deutschland","Anuschka","","88 / 90","","","","2019","25"
"328","Deutschland","Berber","88 / 100","84 / 92","84 / 92","92 / 106","88 / 94","2019","25"
"329","Deutschland","Cilena","96 / 108","","84 / 92","","","2019","25"
"330","Deutschland","Colombo","","80 / 96","","","","2019","25"
"331","Deutschland","Leyla","","","84 / 92","","","2019","25"
"332","Deutschland","Linda","96 / 104","","84 / 92","","","2019","25"
"333","Israel","Charlotte","144 / 152","","","","","2019","25"
"334","Italien","Annabelle","72 / 104","","","92 /110","76 / 84","2019","25"
"335","Italien","Nicola","","","","","76 / 84","2019","25"
"336","Italien","Sieglinde","72/104","80 / 88","70 / 80","88 /106","80 / 92","2019","25"
"337","Italien","Spunta","56 / 80","","","","64 /76","2019","25"
"338","Spanien","Colombo","","144 / 148","","","","2019","25"
"339","Spanien","Spunta","","95","","","","2019","25"
"340","Zypern","Annabelle","","104 / 120","104/112","100/128","108 / 112","2019","25"
"341","","","","Speiselagerkartoffeln","","","","2019","25"
"342","Frankreich","Cherie","104 / 120","","","","","2019","25"
"343","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","27"
"344","","","","Speisefrühkartoffeln","","","","2019","27"
"345","Deutschland","Anais","","72 / 80","","","","2019","27"
"346","Deutschland","Annabelle","88 / 108","76 / 88","70 /80","66 / 9 4","84 / 96","2019","27"
"347","Deutschland","Anuschka","","76 / 80","","","","2019","27"
"348","Deutschland","Berber","84 / 104","72 / 80","72 / 80","84/94","86 / 94","2019","27"
"349","Deutschland","Cilena","96 / 108","","72/80","","","2019","27"
"350","Deutschland","Colombo","","76 / 88","","","80 / 9 92","2019","27"
"351","Deutschland","Leyla","","76 / 80","72/80","","","2019","27"
"352","Deutschland","Linda","88 / 96","","72 /80","","","2019","27"
"353","Deutschland","Melody","","","","74 / 94","","2019","27"
"354","Deutschland","Musica","","60","","","","2019","27"
"355","Deutschland","Princess","72 / 84","","","","","2019","27"
"356","Griechenland","Spunta","60 / 64","","","","","2019","27"
"357","Israel","Charlotte","144 / 152","","","","","2019","27"
"358","Italien","Annabelle","64 / 88","","","","64 / 80","2019","27"
"359","Italien","Nicola","","","","","60 / 76","2019","27"
"360","Italien","Sieglinde","64 / 88","","68 172","88/96","64 / 80","2019","27"
"361","Italien","Spunta","56 / 72","","","","56 / 68","2019","27"
"362","","","","Speiselagerkartoffeln","","","","2019","27"
"363","Herkunft","Sorte","Berlin € /100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2019","28"
"364","","","","Speisefrühkartoffelr","","","","2019","28"
"365","Deutschland","Afra","84 / 92","","","","","2019","28"
"366","Deutschland","Alegria","","60 / 64","","","","2019","28"
"367","Deutschland","Anais","","72 / 80","","","","2019","28"
"368","Deutschland","Annabelle","88 / 96","72 / 88","68 / 76","66 / 94","74 / 92","2019","28"
"369","Deutschland","Anuschka","","72 / 80","","","","2019","28"
"370","Deutschland","Berber","80 / 100","72 / 84","68 / 76","84/94","76/86","2019","28"
"371","Deutschland","Cilena","84 / 104","","68 / 76","","","2019","28"
"372","Deutschland","Colombo","","72 / 88","","","76/ 88","2019","28"
"373","Deutschland","Leyla","","76/80","68 / 76","","","2019","28"
"374","Deutschland","Linda","84 / 92","","68 / 76","","","2019","28"
"375","Deutschland","Melody","","","","74 / 94","","2019","28"
"376","Deutschland","Musica","","60 / 64","","","","2019","28"
"377","Deutschland","Princess","68 / 80","","","","","2019","28"
"378","Italien","Annabelle","40 / 80","","","","64 / 76","2019","28"
"379","Italien","Nicola","","","","","60 / 72","2019","28"
"380","Italien","Sieglinde","56 / 88","","","84/92","64 / 80","2019","28"
"381","Italien","Spunta","48/72","","","","56 / 68","2019","28"
"382","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 I kg von / bis","München € / 100 kg von / bis","2019","29"
"383","","","","Speisefrühkartoffeln","","","","2019","29"
"384","Deutschland","Afra","84 / 92","","","","","2019","29"
"385","Deutschland","Allegria","","56 / 64","","","","2019","29"
"386","Deutschland","Anais","","64 / 80","","","","2019","29"
"387","Deutschland","Annabelle","88 / 96","64 / 84","58 / 64","62 / 82","64 / 80","2019","29"
"388","Deutschland","Anuschka","","72 / 76","","","","2019","29"
"389","Deutschland","Berber","80 /100","64 / 80","58 / 64","72/86","72/78","2019","29"
"390","Deutschland","Cilena","84 / 104","","58 / 64","","","2019","29"
"391","Deutschland","Colombo","","60 / 80","","","72/80","2019","29"
"392","Deutschland","Krone","","56 /64","","","","2019","29"
"393","Deutschland","Laura","","","64 /72","","","2019","29"
"394","Deutschland","Leyla","","68 / 76","58 /64","","","2019","29"
"395","Deutschland","Linda","84 / 92","","58 /64","","","2019","29"
"396","Deutschland","Melody","","","","74/86","","2019","29"
"397","Deutschland","Musica","","56 / 64","","","","2019","29"
"398","Frankreich","Agata","","128","","","","2019","29"
"399","Italien","Annabelle","40 / 80","","","","60 / 68","2019","29"
"400","Italien","Nicola","","","","","56 / 66","2019","29"
"401","Italien","Sieglinde","56 / 88","","","84/92","60 / 72","2019","29"
