"","Date","Kerosene_Price"
"300",2021-09-24,0.457889985604558
"301",2021-10-01,0.488523847128741
"302",2021-10-08,0.515907780321329
"303",2021-10-15,0.529289757490628
"304",2021-10-22,0.528016760379078
"305",2021-10-29,0.52176557043656
"306",2021-11-05,0.51673218862642
"307",2021-11-12,0.52490070804516
"308",2021-11-19,0.51174776340731
"309",2021-11-26,0.507026817361709
"310",2021-12-03,0.448836222816971
"311",2021-12-10,0.49036884294019
"312",2021-12-17,0.489225049252129
"313",2021-12-24,0.4917316965915
"314",2021-12-31,0.512203867543832
"315",2022-01-07,0.530062971986383
"316",2022-01-14,0.564739172160432
