"","Date","Country Name","Country EU Code","Product Name","Currency Code","Prices Unit","Euro exchange rate","Weekly price with taxes","Weekly price without taxes"
"1",2016-01-04,"Austria","AT","Automotive gas oil","EUR","1000L","1","987","412.86"
"2",2016-01-04,"Austria","AT","Euro-super 95","EUR","1000L","1","1094","418.31"
"3",2016-01-04,"Austria","AT","Fuel oil - Sulphur less than 1%","EUR","t","1","243.7","176"
"4",2016-01-04,"Austria","AT","Heating gas oil","EUR","1000L","1","567.39","363.64"
"5",2016-01-04,"Belgium","BE","Automotive gas oil","EUR","1000L","1","1003.7","364.67"
"6",2016-01-04,"Belgium","BE","Euro-super 95","EUR","1000L","1","1205.5","377.18"
"7",2016-01-04,"Belgium","BE","Fuel oil - Sulphur less than 1%","EUR","t","1","164.61","148.37"
"8",2016-01-04,"Belgium","BE","Heating gas oil","EUR","1000L","1","416.6","325.65"
"9",2016-01-04,"Belgium","BE","LPG - motor fuel","EUR","1000L","1","456","376.86"
"10",2016-01-04,"Bulgaria","BG","Automotive gas oil","BGN","1000L","0.511299723898149","1054.59147152061","549.038756519071"
"11",2016-01-04,"Bulgaria","BG","Euro-super 95","BGN","1000L","0.511299723898149","1043.19971367215","506.309438592903"
"12",2016-01-04,"Bulgaria","BG","Heating gas oil","BGN","1000L","0.511299723898149","557.725738828101","439.20646282851"
"13",2016-01-04,"Bulgaria","BG","LPG - motor fuel","BGN","1000L","0.511299723898149","458.998875140607","288.536660190203"
"14",2016-01-04,"Croatia","HR","Automotive gas oil","HRK","1000L","0.130864359091801","1009.22593731597","406.935811031865"
"15",2016-01-04,"Croatia","HR","Euro-super 95","HRK","1000L","0.130864359091801","1152.26068180331","416.672119348295"
"16",2016-01-04,"Croatia","HR","Fuel oil - Sulphur less than 1%","HRK","t","0.130864359091801","319.963357979454","299.025060524766"
"17",2016-01-04,"Croatia","HR","Heating gas oil","HRK","1000L","0.130864359091801","479.356147353268","338.598442714127"
"18",2016-01-04,"Croatia","HR","LPG - motor fuel","HRK","1000L","0.130864359091801","510.632729176209","401.256297847281"
"19",2016-01-04,"Cyprus","CY","Automotive gas oil","EUR","1000L","1","1116.95","477.91"
"20",2016-01-04,"Cyprus","CY","Euro-super 95","EUR","1000L","1","1152.2","478.54"
"21",2016-01-04,"Cyprus","CY","Fuel oil - Sulphur less than 1%","EUR","t","1","477.58","459.88"
"22",2016-01-04,"Cyprus","CY","Heating gas oil","EUR","1000L","1","665.02","423.41"
"23",2016-01-04,"Czech Republic","CZ","Automotive gas oil","CZK","1000L","0.0370055138215594","1051.95574140547","464.17459201421"
"24",2016-01-04,"Czech Republic","CZ","Euro-super 95","CZK","1000L","0.0370055138215594","1032.71287421826","378.331051326648"
"25",2016-01-04,"Czech Republic","CZ","Fuel oil - Sulphur less than 1%","CZK","t","0.0370055138215594","228.583058875772","211.116456351996"
"26",2016-01-04,"Czech Republic","CZ","Heating gas oil","CZK","1000L","0.0370055138215594","533.989564445102","353.425600414462"
"27",2016-01-04,"Czech Republic","CZ","LPG - motor fuel","CZK","1000L","0.0370055138215594","498.242238093476","331.838433926655"
"28",2016-01-04,"Denmark","DK","Automotive gas oil","DKK","1000L","0.13401232913428","1149.82578397213","497.587778075583"
"29",2016-01-04,"Denmark","DK","Euro-super 95","DKK","1000L","0.13401232913428","1397.74859287054","501.206110962209"
"30",2016-01-04,"Denmark","DK","Fuel oil - Sulphur less than 1%","DKK","t","0.13401232913428","602.921468775127","195.121951219512"
"31",2016-01-04,"Denmark","DK","Heating gas oil","DKK","1000L","0.13401232913428","1141.65103189493","581.908335566872"
"32",2016-01-04,"Estonia","EE","Automotive gas oil","EUR","1000L","1","964","410.41"
"33",2016-01-04,"Estonia","EE","Euro-super 95","EUR","1000L","1","1004","413.9"
"34",2016-01-04,"Estonia","EE","Heating gas oil","EUR","1000L","1","642","424.05"
"35",2016-01-04,"Estonia","EE","LPG - motor fuel","EUR","1000L","1","539","379.25"
"36",2016-01-04,"Finland","FI","Automotive gas oil","EUR","1000L","1","1180","458.23"
"37",2016-01-04,"Finland","FI","Euro-super 95","EUR","1000L","1","1362","445.61"
"38",2016-01-04,"Finland","FI","Heating gas oil","EUR","1000L","1","724","369.87"
"39",2016-01-04,"France","FR","Automotive gas oil","EUR","1000L","1","1021.4","340.57"
"40",2016-01-04,"France","FR","Euro-super 95","EUR","1000L","1","1262.1","404.15"
"41",2016-01-04,"France","FR","Fuel oil - Sulphur less than 1%","EUR","t","1","256.21","187.41"
"42",2016-01-04,"France","FR","Heating gas oil","EUR","1000L","1","576.3","383.95"
"43",2016-01-04,"France","FR","LPG - motor fuel","EUR","1000L","1","733","533.03"
"44",2016-01-04,"Germany","DE","Automotive gas oil","EUR","1000L","1","1022","388.42"
"45",2016-01-04,"Germany","DE","Euro-super 95","EUR","1000L","1","1278","419.45"
"46",2016-01-04,"Germany","DE","Heating gas oil","EUR","1000L","1","489.02","349.59"
"47",2016-01-04,"Germany","DE","LPG - motor fuel","EUR","1000L","1","536.28","358.86"
"48",2016-01-04,"Greece","GR","Automotive gas oil","EUR","1000L","1","1036","504.48"
"49",2016-01-04,"Greece","GR","Euro-super 95","EUR","1000L","1","1373","437.03"
"50",2016-01-04,"Greece","GR","Fuel oil - Sulphur less than 1%","EUR","t","1","276.1","234.7"
"51",2016-01-04,"Greece","GR","Heating gas oil","EUR","1000L","1","753","376.13"
"52",2016-01-04,"Greece","GR","Lead substitute petrol","EUR","1000L","1","1593","615.84"
"53",2016-01-04,"Hungary","HU","Automotive gas oil","HUF","1000L","0.00317067757379752","992.264497923206","426.971559022163"
"54",2016-01-04,"Hungary","HU","Euro-super 95","HUF","1000L","0.00317067757379752","1030.15767779574","425.910460065316"
"55",2016-01-04,"Hungary","HU","Fuel oil - Sulphur less than 1%","HUF","t","0.00317067757379752","309.870319287232","291.068201274612"
"56",2016-01-04,"Hungary","HU","Heating gas oil","HUF","1000L","0.00317067757379752","992.264497923206","426.971559022163"
"57",2016-01-04,"Hungary","HU","LPG - motor fuel","HUF","1000L","0.00317067757379752","663.348489172136","412.971305367957"
"58",2016-01-04,"Ireland","IE","Automotive gas oil","EUR","1000L","1","1149","435.15"
"59",2016-01-04,"Ireland","IE","Euro-super 95","EUR","1000L","1","1269","423.99"
"60",2016-01-04,"Ireland","IE","Fuel oil - Sulphur less than 1%","EUR","t","1","512.95","431.22"
"61",2016-01-04,"Ireland","IE","Heating gas oil","EUR","1000L","1","533.07","347.39"
"62",2016-01-04,"Italy","IT","Automotive gas oil","EUR","1000L","1","1256.07","412.17"
"63",2016-01-04,"Italy","IT","Euro-super 95","EUR","1000L","1","1430.07","443.79"
"64",2016-01-04,"Italy","IT","Fuel oil - Sulphur less than 1%","EUR","t","1","248.56","217.17"
"65",2016-01-04,"Italy","IT","Heating gas oil","EUR","1000L","1","1046.54","454.61"
"66",2016-01-04,"Italy","IT","LPG - motor fuel","EUR","1000L","1","604.3","348.06"
"67",2016-01-04,"Latvia","LV","Automotive gas oil","EUR","1000L","1","934.19","421.57"
"68",2016-01-04,"Latvia","LV","Euro-super 95","EUR","1000L","1","1050.31","423.33"
"69",2016-01-04,"Latvia","LV","Heating gas oil","EUR","1000L","1","590.44","421.57"
"70",2016-01-04,"Latvia","LV","LPG - motor fuel","EUR","1000L","1","512.5","304"
"71",2016-01-04,"Lithuania","LT","Automotive gas oil","EUR","1000L","1","917.63","428.2"
"72",2016-01-04,"Lithuania","LT","Euro-super 95","EUR","1000L","1","1033.25","419.5"
"73",2016-01-04,"Lithuania","LT","Fuel oil - Sulphur higher than 1%","EUR","t","1","343","327.94"
"74",2016-01-04,"Lithuania","LT","Heating gas oil","EUR","1000L","1","423","328.45"
"75",2016-01-04,"Lithuania","LT","LPG - motor fuel","EUR","1000L","1","525.88","273.44"
"76",2016-01-04,"Luxembourg","LU","Automotive gas oil","EUR","1000L","1","887.83","423.83"
"77",2016-01-04,"Luxembourg","LU","Euro-super 95","EUR","1000L","1","1069.82","452.29"
"78",2016-01-04,"Luxembourg","LU","Heating gas oil","EUR","1000L","1","406.81","346.85"
"79",2016-01-04,"Luxembourg","LU","LPG - motor fuel","EUR","1000L","1","424.9","339.36"
"80",2016-01-04,"Malta","MT","Automotive gas oil","EUR","1000L","1","1220","561.5"
"81",2016-01-04,"Malta","MT","Euro-super 95","EUR","1000L","1","1320","569.26"
"82",2016-01-04,"Malta","MT","Heating gas oil","EUR","1000L","1","1050","657.74"
"83",2016-01-04,"Netherlands","NL","Automotive gas oil","EUR","1000L","1","1070","391.83"
"84",2016-01-04,"Netherlands","NL","Euro-super 95","EUR","1000L","1","1440","412.18"
"85",2016-01-04,"Netherlands","NL","Fuel oil - Sulphur less than 1%","EUR","t","1","419","382.67"
"86",2016-01-04,"Netherlands","NL","Heating gas oil","EUR","1000L","1","816","181.91"
"87",2016-01-04,"Netherlands","NL","LPG - motor fuel","EUR","1000L","1","591","303.18"
"88",2016-01-04,"Poland","PL","Automotive gas oil","PLN","1000L","0.232801769293447","930.392270981259","416.747759282971"
"89",2016-01-04,"Poland","PL","Euro-super 95","PLN","1000L","0.232801769293447","966.253055523222","396.929344663019"
"90",2016-01-04,"Poland","PL","Fuel oil - Sulphur higher than 1%","PLN","t","0.232801769293447","161.636596438133","146.737283203352"
"91",2016-01-04,"Poland","PL","Fuel oil - Sulphur less than 1%","PLN","t","0.232801769293447","314.417413572343","299.518100337563"
"92",2016-01-04,"Poland","PL","Heating gas oil","PLN","1000L","0.232801769293447","543.021766965429","387.470608776627"
"93",2016-01-04,"Poland","PL","LPG - motor fuel","PLN","1000L","0.232801769293447","455.695495285764","261.969502968223"
"94",2016-01-04,"Portugal","PT","Automotive gas oil","EUR","1000L","1","1061.5","461"
"95",2016-01-04,"Portugal","PT","Euro-super 95","EUR","1000L","1","1337","469.48"
"96",2016-01-04,"Portugal","PT","Fuel oil - Sulphur less than 1%","EUR","t","1","416.31","384.9"
"97",2016-01-04,"Portugal","PT","Heating gas oil","EUR","1000L","1","904","392.36"
"98",2016-01-04,"Portugal","PT","LPG - motor fuel","EUR","1000L","1","566","324.68"
"99",2016-01-04,"Romania","RO","Automotive gas oil","RON","1000L","0.221385875581138","1036.84525127297","444.051361523135"
"100",2016-01-04,"Romania","RO","Euro-super 95","RON","1000L","0.221385875581138","1093.58423732566","460.710648660615"
"101",2016-01-04,"Romania","RO","Fuel oil - Sulphur less than 1%","RON","t","0.221385875581138","326.26300642019","310.529112242639"
"102",2016-01-04,"Romania","RO","Heating gas oil","RON","1000L","0.221385875581138","903.909674562763","333.272083241089"
"103",2016-01-04,"Romania","RO","LPG - motor fuel","RON","1000L","0.221385875581138","559.267212751826","398.113792340049"
"104",2016-01-04,"Slovakia","SK","Automotive gas oil","EUR","1000L","1","999","426.45"
"105",2016-01-04,"Slovakia","SK","Euro-super 95","EUR","1000L","1","1177","410.66"
"106",2016-01-04,"Slovakia","SK","Fuel oil - Sulphur higher than 1%","EUR","t","1","294.04","162.89"
"107",2016-01-04,"Slovakia","SK","Fuel oil - Sulphur less than 1%","EUR","t","1","300.68","169.53"
"108",2016-01-04,"Slovakia","SK","LPG - motor fuel","EUR","1000L","1","587","390.89"
"109",2016-01-04,"Slovenia","SI","Automotive gas oil","EUR","1000L","1","1025","363.87"
"110",2016-01-04,"Slovenia","SI","Euro-super 95","EUR","1000L","1","1183","409.31"
"111",2016-01-04,"Slovenia","SI","Fuel oil - Sulphur less than 1%","EUR","t","1","398.24","287"
"112",2016-01-04,"Slovenia","SI","Heating gas oil","EUR","1000L","1","739","328.41"
"113",2016-01-04,"Slovenia","SI","LPG - motor fuel","EUR","1000L","1","593.29","400.4"
"114",2016-01-04,"Spain","ES","Automotive gas oil","EUR","1000L","1","962.51","427.66"
"115",2016-01-04,"Spain","ES","Euro-super 95","EUR","1000L","1","1132.42","474.09"
"116",2016-01-04,"Spain","ES","Fuel oil - Sulphur less than 1%","EUR","t","1","267.31","250.84"
"117",2016-01-04,"Spain","ES","Heating gas oil","EUR","1000L","1","512.85","336.46"
"118",2016-01-04,"Spain","ES","LPG - motor fuel","EUR","1000L","1","563.06","432.93"
"119",2016-01-04,"Sweden","SE","Automotive gas oil","SEK","1000L","0.109056011167336","1314.7792706334","443.181818181818"
"120",2016-01-04,"Sweden","SE","Euro-super 95","SEK","1000L","0.109056011167336","1393.08148665154","426.278136450881"
"121",2016-01-04,"Sweden","SE","Fuel oil - Sulphur less than 1%","SEK","t","0.109056011167336","707.119176409004","227.818007328564"
"122",2016-01-04,"Sweden","SE","Heating gas oil","SEK","1000L","0.109056011167336","947.587681032979","316.393299598674"
"123",2016-01-04,"United Kingdom","UK","Automotive gas oil","GBP","1000L","1.35482996883891","1440.48231946891","415.282482048503"
"124",2016-01-04,"United Kingdom","UK","Euro-super 95","GBP","1000L","1.35482996883891","1381.89947161631","366.454409971549"
"125",2016-01-04,"United Kingdom","UK","Heating gas oil","GBP","1000L","1.35482996883891","485.259449939033","311.217992141986"
"126",2016-01-04,"United Kingdom","UK","Standard Grade Burning Oil UK","GBP","1000L","1.35482996883891","355.642866820214","338.707492209728"
"127",2016-01-11,"Austria","AT","Automotive gas oil","EUR","1000L","1","981","407.86"
"128",2016-01-11,"Austria","AT","Euro-super 95","EUR","1000L","1","1088","413.31"
"129",2016-01-11,"Austria","AT","Fuel oil - Sulphur less than 1%","EUR","t","1","242.7","175"
"130",2016-01-11,"Austria","AT","Heating gas oil","EUR","1000L","1","546.53","346.26"
"131",2016-01-11,"Belgium","BE","Automotive gas oil","EUR","1000L","1","1064.2","414.67"
"132",2016-01-11,"Belgium","BE","Euro-super 95","EUR","1000L","1","1295.7","451.73"
"133",2016-01-11,"Belgium","BE","Fuel oil - Sulphur less than 1%","EUR","t","1","169.77","153.42"
"134",2016-01-11,"Belgium","BE","Heating gas oil","EUR","1000L","1","421.6","329.78"
"135",2016-01-11,"Belgium","BE","LPG - motor fuel","EUR","1000L","1","410","338.84"
"136",2016-01-11,"Bulgaria","BG","Automotive gas oil","BGN","1000L","0.511299723898149","1054.59147152061","549.038756519071"
"137",2016-01-11,"Bulgaria","BG","Euro-super 95","BGN","1000L","0.511299723898149","1043.19971367215","506.309438592903"
"138",2016-01-11,"Bulgaria","BG","Heating gas oil","BGN","1000L","0.511299723898149","557.725738828101","439.20646282851"
"139",2016-01-11,"Bulgaria","BG","LPG - motor fuel","BGN","1000L","0.511299723898149","458.998875140607","288.536660190203"
"140",2016-01-11,"Croatia","HR","Automotive gas oil","HRK","1000L","0.13079589300896","1006.08200902492","404.630174612517"
"141",2016-01-11,"Croatia","HR","Euro-super 95","HRK","1000L","0.13079589300896","1158.19763259434","421.685959060885"
"142",2016-01-11,"Croatia","HR","Fuel oil - Sulphur less than 1%","HRK","t","0.13079589300896","319.795958406906","298.868615525473"
"143",2016-01-11,"Croatia","HR","Heating gas oil","HRK","1000L","0.13079589300896","476.48943823164","336.328559283239"
"144",2016-01-11,"Croatia","HR","LPG - motor fuel","HRK","1000L","0.13079589300896","512.981492381139","403.139101432215"
"145",2016-01-11,"Cyprus","CY","Automotive gas oil","EUR","1000L","1","1105.2","468.04"
"146",2016-01-11,"Cyprus","CY","Euro-super 95","EUR","1000L","1","1146.65","473.87"
"147",2016-01-11,"Cyprus","CY","Fuel oil - Sulphur less than 1%","EUR","t","1","477.58","459.88"
"148",2016-01-11,"Cyprus","CY","Heating gas oil","EUR","1000L","1","663.61","422.23"
"149",2016-01-11,"Czech Republic","CZ","Automotive gas oil","CZK","1000L","0.0370082528403834","1043.92879612154","457.510824913956"
"150",2016-01-11,"Czech Republic","CZ","Euro-super 95","CZK","1000L","0.0370082528403834","1018.50412642019","366.553051330447"
"151",2016-01-11,"Czech Republic","CZ","Fuel oil - Sulphur less than 1%","CZK","t","0.0370082528403834","228.636986047889","211.169090707228"
"152",2016-01-11,"Czech Republic","CZ","Heating gas oil","CZK","1000L","0.0370082528403834","515.932052847785","338.495614522038"
"153",2016-01-11,"Czech Republic","CZ","LPG - motor fuel","CZK","1000L","0.0370082528403834","495.614522038415","329.661004403982"
"154",2016-01-11,"Denmark","DK","Automotive gas oil","DKK","1000L","0.134042866908837","1127.30051070332","479.471334932912"
"155",2016-01-11,"Denmark","DK","Euro-super 95","DKK","1000L","0.134042866908837","1391.36495851373","495.958607562699"
"156",2016-01-11,"Denmark","DK","Fuel oil - Sulphur less than 1%","DKK","t","0.134042866908837","670.080291677278","262.187847673686"
"157",2016-01-11,"Denmark","DK","Heating gas oil","DKK","1000L","0.134042866908837","1118.45368148734","563.274935324317"
"158",2016-01-11,"Estonia","EE","Automotive gas oil","EUR","1000L","1","944","393.75"
"159",2016-01-11,"Estonia","EE","Euro-super 95","EUR","1000L","1","992","403.9"
"160",2016-01-11,"Estonia","EE","Heating gas oil","EUR","1000L","1","632","415.72"
"161",2016-01-11,"Estonia","EE","LPG - motor fuel","EUR","1000L","1","539","379.25"
"162",2016-01-11,"Finland","FI","Automotive gas oil","EUR","1000L","1","1184","461.46"
"163",2016-01-11,"Finland","FI","Euro-super 95","EUR","1000L","1","1368","450.45"
"164",2016-01-11,"Finland","FI","Heating gas oil","EUR","1000L","1","713","361"
"165",2016-01-11,"France","FR","Automotive gas oil","EUR","1000L","1","1045.36","360.53"
"166",2016-01-11,"France","FR","Euro-super 95","EUR","1000L","1","1284.15","422.52"
"167",2016-01-11,"France","FR","Fuel oil - Sulphur less than 1%","EUR","t","1","266.2","197.4"
"168",2016-01-11,"France","FR","Heating gas oil","EUR","1000L","1","579.7","386.78"
"169",2016-01-11,"France","FR","LPG - motor fuel","EUR","1000L","1","732.29","532.44"
"170",2016-01-11,"Germany","DE","Automotive gas oil","EUR","1000L","1","998","368.26"
"171",2016-01-11,"Germany","DE","Euro-super 95","EUR","1000L","1","1258","402.64"
"172",2016-01-11,"Germany","DE","Heating gas oil","EUR","1000L","1","480.82","342.7"
"173",2016-01-11,"Germany","DE","LPG - motor fuel","EUR","1000L","1","536.28","358.86"
"174",2016-01-11,"Greece","GR","Automotive gas oil","EUR","1000L","1","1028","498.04"
"175",2016-01-11,"Greece","GR","Euro-super 95","EUR","1000L","1","1371","435.37"
"176",2016-01-11,"Greece","GR","Fuel oil - Sulphur less than 1%","EUR","t","1","273.85","232.49"
"177",2016-01-11,"Greece","GR","Heating gas oil","EUR","1000L","1","746","370.48"
"178",2016-01-11,"Greece","GR","Lead substitute petrol","EUR","1000L","1","1566","593.85"
"179",2016-01-11,"Hungary","HU","Automotive gas oil","HUF","1000L","0.00315139291566873","987.381003403504","425.281450901298"
"180",2016-01-11,"Hungary","HU","Euro-super 95","HUF","1000L","0.00315139291566873","1032.28047396949","429.925028362536"
"181",2016-01-11,"Hungary","HU","Fuel oil - Sulphur less than 1%","HUF","t","0.00315139291566873","366.94059624354","348.252836253624"
"182",2016-01-11,"Hungary","HU","Heating gas oil","HUF","1000L","0.00315139291566873","987.381003403504","425.281450901298"
"183",2016-01-11,"Hungary","HU","LPG - motor fuel","HUF","1000L","0.00315139291566873","655.637652842556","407.564887180134"
"184",2016-01-11,"Ireland","IE","Automotive gas oil","EUR","1000L","1","1149","435.15"
"185",2016-01-11,"Ireland","IE","Euro-super 95","EUR","1000L","1","1249","407.73"
"186",2016-01-11,"Ireland","IE","Fuel oil - Sulphur less than 1%","EUR","t","1","509.13","427.4"
"187",2016-01-11,"Ireland","IE","Heating gas oil","EUR","1000L","1","530.92","345.49"
"188",2016-01-11,"Italy","IT","Automotive gas oil","EUR","1000L","1","1247.32","404.99"
"189",2016-01-11,"Italy","IT","Euro-super 95","EUR","1000L","1","1426.66","440.99"
"190",2016-01-11,"Italy","IT","Fuel oil - Sulphur less than 1%","EUR","t","1","245.71","214.32"
"191",2016-01-11,"Italy","IT","Heating gas oil","EUR","1000L","1","1044.91","453.27"
"192",2016-01-11,"Italy","IT","LPG - motor fuel","EUR","1000L","1","595.49","340.84"
"193",2016-01-11,"Latvia","LV","Automotive gas oil","EUR","1000L","1","933.56","421.05"
"194",2016-01-11,"Latvia","LV","Euro-super 95","EUR","1000L","1","1063.38","434.14"
"195",2016-01-11,"Latvia","LV","Heating gas oil","EUR","1000L","1","589.81","421.05"
"196",2016-01-11,"Latvia","LV","LPG - motor fuel","EUR","1000L","1","512.5","304"
"197",2016-01-11,"Lithuania","LT","Automotive gas oil","EUR","1000L","1","916.34","427.14"
"198",2016-01-11,"Lithuania","LT","Euro-super 95","EUR","1000L","1","1037.31","422.85"
"199",2016-01-11,"Lithuania","LT","Fuel oil - Sulphur higher than 1%","EUR","t","1","343","327.94"
"200",2016-01-11,"Lithuania","LT","Heating gas oil","EUR","1000L","1","410","317.7"
"201",2016-01-11,"Lithuania","LT","LPG - motor fuel","EUR","1000L","1","521.86","270.12"
"202",2016-01-11,"Luxembourg","LU","Automotive gas oil","EUR","1000L","1","887.83","423.83"
"203",2016-01-11,"Luxembourg","LU","Euro-super 95","EUR","1000L","1","1069.82","452.29"
"204",2016-01-11,"Luxembourg","LU","Heating gas oil","EUR","1000L","1","406.81","346.85"
"205",2016-01-11,"Luxembourg","LU","LPG - motor fuel","EUR","1000L","1","424.05","338.57"
"206",2016-01-11,"Malta","MT","Automotive gas oil","EUR","1000L","1","1220","561.5"
"207",2016-01-11,"Malta","MT","Euro-super 95","EUR","1000L","1","1320","569.26"
"208",2016-01-11,"Malta","MT","Heating gas oil","EUR","1000L","1","1050","657.74"
"209",2016-01-11,"Netherlands","NL","Automotive gas oil","EUR","1000L","1","1070","391.83"
"210",2016-01-11,"Netherlands","NL","Euro-super 95","EUR","1000L","1","1446","417.14"
"211",2016-01-11,"Netherlands","NL","Fuel oil - Sulphur less than 1%","EUR","t","1","399","362.67"
"212",2016-01-11,"Netherlands","NL","Heating gas oil","EUR","1000L","1","815","181.08"
"213",2016-01-11,"Netherlands","NL","LPG - motor fuel","EUR","1000L","1","590","302.35"
"214",2016-01-11,"Poland","PL","Automotive gas oil","PLN","1000L","0.229116070201164","901.585483205792","398.705494203363"
"215",2016-01-11,"Poland","PL","Euro-super 95","PLN","1000L","0.229116070201164","943.089859322733","384.250561334372"
"216",2016-01-11,"Poland","PL","Fuel oil - Sulphur higher than 1%","PLN","t","0.229116070201164","143.243367089768","128.579938596893"
"217",2016-01-11,"Poland","PL","Fuel oil - Sulphur less than 1%","PLN","t","0.229116070201164","319.238876414792","304.575447921917"
"218",2016-01-11,"Poland","PL","Heating gas oil","PLN","1000L","0.229116070201164","539.804334876048","385.710030701553"
"219",2016-01-11,"Poland","PL","LPG - motor fuel","PLN","1000L","0.229116070201164","438.761856756633","249.922100536132"
"220",2016-01-11,"Portugal","PT","Automotive gas oil","EUR","1000L","1","1056","452.62"
"221",2016-01-11,"Portugal","PT","Euro-super 95","EUR","1000L","1","1339","467.52"
"222",2016-01-11,"Portugal","PT","Fuel oil - Sulphur less than 1%","EUR","t","1","418.11","381.81"
"223",2016-01-11,"Portugal","PT","Heating gas oil","EUR","1000L","1","904","388.45"
"224",2016-01-11,"Portugal","PT","LPG - motor fuel","EUR","1000L","1","568","323.97"
"225",2016-01-11,"Romania","RO","Automotive gas oil","RON","1000L","0.220726189162344","1032.38936099768","441.589228561969"
"226",2016-01-11,"Romania","RO","Euro-super 95","RON","1000L","0.220726189162344","1094.95861383953","463.198322480962"
"227",2016-01-11,"Romania","RO","Fuel oil - Sulphur less than 1%","RON","t","0.220726189162344","398.289372033992","382.602361770224"
"228",2016-01-11,"Romania","RO","Heating gas oil","RON","1000L","0.220726189162344","922.871647721002","350.325571129014"
"229",2016-01-11,"Romania","RO","LPG - motor fuel","RON","1000L","0.220726189162344","547.144906743185","388.215428760622"
"230",2016-01-11,"Slovakia","SK","Automotive gas oil","EUR","1000L","1","979","409.78"
"231",2016-01-11,"Slovakia","SK","Euro-super 95","EUR","1000L","1","1166","401.5"
"232",2016-01-11,"Slovakia","SK","Fuel oil - Sulphur higher than 1%","EUR","t","1","298.14","166.99"
"233",2016-01-11,"Slovakia","SK","Fuel oil - Sulphur less than 1%","EUR","t","1","304.78","173.63"
"234",2016-01-11,"Slovakia","SK","LPG - motor fuel","EUR","1000L","1","586","390.05"
"235",2016-01-11,"Slovenia","SI","Automotive gas oil","EUR","1000L","1","1015","353.68"
"236",2016-01-11,"Slovenia","SI","Euro-super 95","EUR","1000L","1","1175","401.75"
"237",2016-01-11,"Slovenia","SI","Fuel oil - Sulphur less than 1%","EUR","t","1","398.24","287"
"238",2016-01-11,"Slovenia","SI","Heating gas oil","EUR","1000L","1","682","316.69"
"239",2016-01-11,"Slovenia","SI","LPG - motor fuel","EUR","1000L","1","593.29","400.4"
"240",2016-01-11,"Spain","ES","Automotive gas oil","EUR","1000L","1","957.79","423.65"
"241",2016-01-11,"Spain","ES","Euro-super 95","EUR","1000L","1","1131.65","473.39"
"242",2016-01-11,"Spain","ES","Fuel oil - Sulphur less than 1%","EUR","t","1","252.89","236.28"
"243",2016-01-11,"Spain","ES","Heating gas oil","EUR","1000L","1","511.13","334.8"
"244",2016-01-11,"Spain","ES","LPG - motor fuel","EUR","1000L","1","565.31","434.79"
"245",2016-01-11,"Sweden","SE","Automotive gas oil","SEK","1000L","0.107851596203624","1299.28817946506","437.51078515962"
"246",2016-01-11,"Sweden","SE","Euro-super 95","SEK","1000L","0.107851596203624","1373.38222605695","418.119068162209"
"247",2016-01-11,"Sweden","SE","Fuel oil - Sulphur less than 1%","SEK","t","0.107851596203624","691.65228645384","217.644521138913"
"248",2016-01-11,"Sweden","SE","Heating gas oil","SEK","1000L","0.107851596203624","927.739430543572","305.392579810181"
"249",2016-01-11,"United Kingdom","UK","Automotive gas oil","GBP","1000L","1.33859848738371","1384.27146777324","377.8461950338"
"250",2016-01-11,"United Kingdom","UK","Euro-super 95","GBP","1000L","1.33859848738371","1363.89799879526","360.8593802289"
"251",2016-01-11,"United Kingdom","UK","Heating gas oil","GBP","1000L","1.33859848738371","462.311759587712","291.171942975704"
"252",2016-01-11,"United Kingdom","UK","Standard Grade Burning Oil UK","GBP","1000L","1.33859848738371","314.276152867947","299.310621778997"
"253",2016-01-18,"Austria","AT","Automotive gas oil","EUR","1000L","1","954","385.36"
"254",2016-01-18,"Austria","AT","Euro-super 95","EUR","1000L","1","1063","392.47"
"255",2016-01-18,"Austria","AT","Fuel oil - Sulphur less than 1%","EUR","t","1","232.7","165"
"256",2016-01-18,"Austria","AT","Heating gas oil","EUR","1000L","1","526.18","329.3"
"257",2016-01-18,"Belgium","BE","Automotive gas oil","EUR","1000L","1","977.4","342.94"
"258",2016-01-18,"Belgium","BE","Euro-super 95","EUR","1000L","1","1191.6","365.69"
"259",2016-01-18,"Belgium","BE","Fuel oil - Sulphur less than 1%","EUR","t","1","148.88","132.53"
"260",2016-01-18,"Belgium","BE","Heating gas oil","EUR","1000L","1","387.9","301.93"
"261",2016-01-18,"Belgium","BE","LPG - motor fuel","EUR","1000L","1","393","324.79"
"262",2016-01-18,"Bulgaria","BG","Automotive gas oil","BGN","1000L","0.511299723898149","1054.59147152061","549.038756519071"
"263",2016-01-18,"Bulgaria","BG","Euro-super 95","BGN","1000L","0.511299723898149","1043.19971367215","506.309438592903"
"264",2016-01-18,"Bulgaria","BG","Heating gas oil","BGN","1000L","0.511299723898149","557.725738828101","439.20646282851"
"265",2016-01-18,"Bulgaria","BG","LPG - motor fuel","BGN","1000L","0.511299723898149","458.998875140607","288.536660190203"
"266",2016-01-18,"Croatia","HR","Automotive gas oil","HRK","1000L","0.130488680107001","994.845697135773","396.581196581197"
"267",2016-01-18,"Croatia","HR","Euro-super 95","HRK","1000L","0.130488680107001","1151.56260194428","417.563776342402"
"268",2016-01-18,"Croatia","HR","Fuel oil - Sulphur less than 1%","HRK","t","0.130488680107001","302.733737848242","281.855549031122"
